Продукт,Калорийность,Белки,Жиры,Углеводы
Шиповник сухой,284 кКал,284 кКал,284 кКал,284 кКал
"Ююба, сушеная",281 кКал,281 кКал,281 кКал,281 кКал
"Ююба, сырая",79 кКал,79 кКал,79 кКал,79 кКал
Яблоки в сиропе. Консервы,48 кКал,48 кКал,48 кКал,48 кКал
Яблоки дикие,76 кКал,76 кКал,76 кКал,76 кКал
Яблоко,52 кКал,52 кКал,52 кКал,52 кКал
Яблоко,47 кКал,47 кКал,47 кКал,47 кКал
Яблоко без кожуры,48 кКал,48 кКал,48 кКал,48 кКал
"Яблоко без кожуры, вареное",53 кКал,53 кКал,53 кКал,53 кКал
"Яблоко без кожуры, приготовленное в микроволновой печи",56 кКал,56 кКал,56 кКал,56 кКал
Яблоко Гала,57 кКал,57 кКал,57 кКал,57 кКал
Яблоко Голден,57 кКал,57 кКал,57 кКал,57 кКал
Яблоко Гренни Смит,58 кКал,58 кКал,58 кКал,58 кКал
Яблоко замороженное,48 кКал,48 кКал,48 кКал,48 кКал
"Яблоко замороженное, разогретое",47 кКал,47 кКал,47 кКал,47 кКал
"Яблоко ломтиками, консервированное, подслащенное, сухой продукт без маринада, разогретые",67 кКал,67 кКал,67 кКал,67 кКал
Яблоко Ред Делишес,59 кКал,59 кКал,59 кКал,59 кКал
Яблоко сушеное,253 кКал,253 кКал,253 кКал,253 кКал
"Яблоко сушеное (дегидрированное), сульфитированное",346 кКал,346 кКал,346 кКал,346 кКал
"Яблоко сушеное (дегидрированное), тушеное",74 кКал,74 кКал,74 кКал,74 кКал
"Яблоко сушеное, сульфитированное",243 кКал,243 кКал,243 кКал,243 кКал
"Яблоко сушеное, тушеное без сахара",57 кКал,57 кКал,57 кКал,57 кКал
"Яблоко сушеное, тушеное с сахаром",83 кКал,83 кКал,83 кКал,83 кКал
Яблоко Фуджи,63 кКал,63 кКал,63 кКал,63 кКал
Яблочное повидло,250 кКал,250 кКал,250 кКал,250 кКал
Яблочное пюре,82 кКал,82 кКал,82 кКал,82 кКал
Яблочный компот. Консервы,93 кКал,93 кКал,93 кКал,93 кКал
"Яблочный соус, консервированный, неподслащенный, без добавления аскорбиновой кислоты",42 кКал,42 кКал,42 кКал,42 кКал
"Яблочный соус, консервированный, неподслащенный, с добавлением аскорбновой кислоты",42 кКал,42 кКал,42 кКал,42 кКал
"Яблочный соус, консервированный, подслащенный, без добавления соли",68 кКал,68 кКал,68 кКал,68 кКал
"Яблочный соус, консервированный, подслащенный, с солью",76 кКал,76 кКал,76 кКал,76 кКал
"Ягоды годжи, сушеные",349 кКал,349 кКал,349 кКал,349 кКал
