Продукт,Калорийность,Белки,Жиры,Углеводы
"Говядина сортовая, мякоть верхней части бедра, мясо с жиром убранным до уровня 1/8"", тушеная",225 кКал,225 кКал,225 кКал,225 кКал
"Говядина сортовая, мякоть верхней части бедра, постное мясо, жареная",158 кКал,158 кКал,158 кКал,158 кКал
"Говядина сортовая, мякоть верхней части бедра, постное мясо, жареная",177 кКал,177 кКал,177 кКал,177 кКал
"Говядина сортовая, мякоть верхней части бедра, постное мясо, сырая",129 кКал,129 кКал,129 кКал,129 кКал
"Говядина сортовая, мякоть верхней части бедра, тушеное мясо, тушеная",190 кКал,190 кКал,190 кКал,190 кКал
"Говядина сортовая, мякоть верхней части плеча, стейк, мясо с жиром убранным до уровня 0"", обжаренная на гриле",176 кКал,176 кКал,176 кКал,176 кКал
"Говядина сортовая, мякоть верхней части плеча, стейк, мясо с жиром убранным до уровня 0"", сырая",140 кКал,140 кКал,140 кКал,140 кКал
"Говядина сортовая, мякоть нижней  внешней части бедра,стейк, мясо с жиром убранным до уровня0"", сырая",129 кКал,129 кКал,129 кКал,129 кКал
"Говядина сортовая, мякоть нижней внешней части бедра, стейк,мясо с жиром убранным до уровня0"", обжаренная на гриле",166 кКал,166 кКал,166 кКал,166 кКал
"Говядина сортовая, мякоть нижней части бедра, мясо с жиром убранным до уровня 0"", обжаренная",175 кКал,175 кКал,175 кКал,175 кКал
"Говядина сортовая, мякоть нижней части бедра, мясо с жиром убранным до уровня 0"", тушеная",217 кКал,217 кКал,217 кКал,217 кКал
"Говядина сортовая, мякоть нижней части бедра, постное мясо, обжаренная",169 кКал,169 кКал,169 кКал,169 кКал
"Говядина сортовая, мякоть нижней части бедра, постное мясо, тушеная",206 кКал,206 кКал,206 кКал,206 кКал
"Говядина сортовая, мякоть нижней части бедра, постоное мясо, сырая",128 кКал,128 кКал,128 кКал,128 кКал
"Говядина сортовая, мякоть шейной части, мясо с жиром убранным до уровня 0"", обжаренная",196 кКал,196 кКал,196 кКал,196 кКал
"Говядина сортовая, мякоть шейной части, постное мясо, обжаренная",172 кКал,172 кКал,172 кКал,172 кКал
"Говядина сортовая, мякоть шейной части, стейк, мясо с жиром убранным до уровня 0"", тушеная",177 кКал,177 кКал,177 кКал,177 кКал
"Говядина сортовая, мякоть шейной части, стейк, постное мясо, тушеная",169 кКал,169 кКал,169 кКал,169 кКал
"Говядина сортовая, огузок, мясо с жиром убранным до уровня 0"", сырая",145 кКал,145 кКал,145 кКал,145 кКал
"Говядина сортовая, огузок, мясо с жиром убранным до уровня 1/8"", обжаренная",210 кКал,210 кКал,210 кКал,210 кКал
"Говядина сортовая, огузок, мясо с жиром убранным до уровня 1/8"", сырая",178 кКал,178 кКал,178 кКал,178 кКал
"Говядина сортовая, огузок, постное мясо, обжаренная",149 кКал,149 кКал,149 кКал,149 кКал
"Говядина сортовая, огузок, постное мясо, сырая",122 кКал,122 кКал,122 кКал,122 кКал
"Говядина сортовая, оковалок,  мясо с жиром убранным до уровня 0"", жареная",206 кКал,206 кКал,206 кКал,206 кКал
"Говядина сортовая, оковалок,  мясо с жиром убранным до уровня 1/8"", жареная",230 кКал,230 кКал,230 кКал,230 кКал
"Говядина сортовая, оковалок,  мясо с жиром убранным до уровня 1/8"", сырая",189 кКал,189 кКал,189 кКал,189 кКал
"Говядина сортовая, оковалок,  постное мясо, жареная",177 кКал,177 кКал,177 кКал,177 кКал
"Говядина сортовая, плечевая мякоть, мясо с жиром убранным до уровня 0"" ,тушеная",283 кКал,283 кКал,283 кКал,283 кКал
"Говядина сортовая, плечевая мякоть, мясо с жиром убранным до уровня 1/8"" , сырая",239 кКал,239 кКал,239 кКал,239 кКал
"Говядина сортовая, плечевая мякоть, мясо с жиром убранным до уровня 1/8"" , тушеная",295 кКал,295 кКал,295 кКал,295 кКал
"Говядина сортовая, плечевая мякоть, постное мясо , сырая",125 кКал,125 кКал,125 кКал,125 кКал
"Говядина сортовая, плечевая мякоть, постное мясо , тушеная",205 кКал,205 кКал,205 кКал,205 кКал
"Говядина сортовая, плечевая мякоть, постное мясо,тушеная",195 кКал,195 кКал,195 кКал,195 кКал
"Говядина сортовая, плечевая мякоть, филе-миньон, мясо с жиром убранным до уровня 0"",  обжаренная на гриле",172 кКал,172 кКал,172 кКал,172 кКал
"Говядина сортовая, плечевая мякоть, филе-миньон, мясо с жиром убранным до уровня 0"", сырая",142 кКал,142 кКал,142 кКал,142 кКал
"Говядина сортовая, плоская часть грудинки, мясо с жиром убранным до уровня 1/8"", сырая",276 кКал,276 кКал,276 кКал,276 кКал
"Говядина сортовая, плоская часть грудинки, посное мясо, сырая",124 кКал,124 кКал,124 кКал,124 кКал
"Говядина сортовая, плоская часть грудинки, посное мясо, тушеная",189 кКал,189 кКал,189 кКал,189 кКал
"Говядина сортовая, плоская чатсь грудинки, мясо с жиром убранным до уровня 0"", тушеное",205 кКал,205 кКал,205 кКал,205 кКал
"Говядина сортовая, плоская чатсь грудинки, постное мясо, тушеное",198 кКал,198 кКал,198 кКал,198 кКал
"Говядина сортовая, разделанная, нарезаная кусками, мясо постное, приготовленная",188 кКал,188 кКал,188 кКал,188 кКал
"Говядина сортовая, разделанная, нарезаная кусками, мясо с жиром убранным до уровня 0"", приготовленная",203 кКал,203 кКал,203 кКал,203 кКал
"Говядина сортовая, разделанная, нарезаная кусками, мясо с жиром убранным до уровня1/8"", приготовленная",245 кКал,245 кКал,245 кКал,245 кКал
"Говядина сортовая, разделанная, нарезаная кусками, мясо с жиром убранным до уровня1/8"", сырая",193 кКал,193 кКал,193 кКал,193 кКал
"Говядина сортовая, ребера, толстый край (ребра 6-9),  мясо с жиром убранным до уровня 0"", обжаренная",331 кКал,331 кКал,331 кКал,331 кКал
"Говядина сортовая, ребера, толстый край (ребра 6-9),  постное мясо , обжаренная",220 кКал,220 кКал,220 кКал,220 кКал
"Говядина сортовая, ребера, тонкий край (ребра 10-12), мясо с жиром убранным до уровня 0"", жареная",285 кКал,285 кКал,285 кКал,285 кКал
"Говядина сортовая, ребера, тонкий край (ребра 10-12), постное мясо, жареная",188 кКал,188 кКал,188 кКал,188 кКал
"Говядина сортовая, ребера, тонкий край (ребра 10-12), постное мясо, жареная",198 кКал,198 кКал,198 кКал,198 кКал
"Говядина сортовая, ребера, тонкий край (ребра 10-12), постное мясо, сырая",134 кКал,134 кКал,134 кКал,134 кКал
"Говядина сортовая, ребра, толстый и тонкий края (ребра 6-12), мясо с жиром убранным до уровня1/8"", жареная",315 кКал,315 кКал,315 кКал,315 кКал
"Говядина сортовая, ребра, толстый и тонкий края (ребра 6-12), мясо с жиром убранным до уровня1/8"", обжаренная",330 кКал,330 кКал,330 кКал,330 кКал
"Говядина сортовая, ребра, толстый и тонкий края (ребра 6-12), мясо с жиром убранным до уровня1/8"", сырая",288 кКал,288 кКал,288 кКал,288 кКал
"Говядина сортовая, ребра, толстый край (ребра 6-9), мясо с жиром убранным до уровня1/8"", жареная",324 кКал,324 кКал,324 кКал,324 кКал
"Говядина сортовая, ребра, толстый край (ребра 6-9), мясо с жиром убранным до уровня1/8"", обжаренная",333 кКал,333 кКал,333 кКал,333 кКал
"Говядина сортовая, ребра, толстый край (ребра 6-9), мясо с жиром убранным до уровня1/8"", сырая",295 кКал,295 кКал,295 кКал,295 кКал
"Говядина сортовая, ребра, тонкий край (ребра 10-12), мясо с жиром убранным до уровня1/8"", жареная",278 кКал,278 кКал,278 кКал,278 кКал
"Говядина сортовая, ребра, тонкий край (ребра 10-12), мясо с жиром убранным до уровня1/8"", обжаренная",323 кКал,323 кКал,323 кКал,323 кКал
"Говядина сортовая, ребра, тонкий край (ребра 10-12), мясо с жиром убранным до уровня1/8"", сырая",246 кКал,246 кКал,246 кКал,246 кКал
"Говядина сортовая, средняя часть кострца, стейк, мясо с жиром убранным до уровня 0"",  обжаренная на гриле",162 кКал,162 кКал,162 кКал,162 кКал
"Говядина сортовая, средняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", сырая",137 кКал,137 кКал,137 кКал,137 кКал
"Говядина сортовая, стейк из плечевой мякоти, постное мясо, жареная",159 кКал,159 кКал,159 кКал,159 кКал
"Говядина сортовая, стейк из плечевой мякоти, постное мясо, жаренная",157 кКал,157 кКал,157 кКал,157 кКал
"Говядина сортовая, стейк-портерхаус,  мясо с жиром убранным до уровня 0"", жареная",267 кКал,267 кКал,267 кКал,267 кКал
"Говядина сортовая, стейк-портерхаус,  мясо с жиром убранным до уровня 1/8"", жареная",263 кКал,263 кКал,263 кКал,263 кКал
"Говядина сортовая, стейк-портерхаус,  мясо с жиром убранным до уровня 1/8"", сырая",208 кКал,208 кКал,208 кКал,208 кКал
"Говядина сортовая, стейк-портерхаус,  постное мясо, жареная",194 кКал,194 кКал,194 кКал,194 кКал
"Говядина сортовая, цельное бедро, мясо с жиром убранным до уровня1/8"", жареная",218 кКал,218 кКал,218 кКал,218 кКал
"Говядина сортовая, цельное бедро, мясо с жиром убранным до уровня1/8"", сырая",184 кКал,184 кКал,184 кКал,184 кКал
"Говядина сортовая, часть спины с ребер, тонкий край (ребра 10-12),мясо с жиром убранным до уровня 0"",  жаренная",234 кКал,234 кКал,234 кКал,234 кКал
"Говядина сортовая, часть спины с ребер, тонкий край (ребра 10-12),мясо с жиром убранным до уровня 0"", жареная",182 кКал,182 кКал,182 кКал,182 кКал
"Говядина сортовая, щуп, мясо с жиром убранным до уровня 0"", обжаренная",162 кКал,162 кКал,162 кКал,162 кКал
"Говядина сортовая, щуп, мясо с жиром убранным до уровня 1/8"", обжаренная",204 кКал,204 кКал,204 кКал,204 кКал
"Говядина сортовая, щуп, мясо с жиром убранным до уровня 1/8"", сырая",160 кКал,160 кКал,160 кКал,160 кКал
"Говядина сортовая, щуп, постное мясо, обжаренная",163 кКал,163 кКал,163 кКал,163 кКал
"Говядина сортовая, щуп, постное мясо, обжаренная",157 кКал,157 кКал,157 кКал,157 кКал
"Говядина сортовая, щуп, постное мясо, сырая",119 кКал,119 кКал,119 кКал,119 кКал
"Говядина травяного откорма, постный бифштекс из короткого филе, сырой",117 кКал,117 кКал,117 кКал,117 кКал
"Говядина травяного откорма, фарш, сырой",198 кКал,198 кКал,198 кКал,198 кКал
"Говядина тушеная, консервы",220 кКал,220 кКал,220 кКал,220 кКал
"Говядина тушеная, по 1-422",116 кКал,116 кКал,116 кКал,116 кКал
"Говядина, t-bone стейк, мясо с жиром убранным до уровня 0"", жареная",247 кКал,247 кКал,247 кКал,247 кКал
"Говядина, верхняя часть грудинки, мясо с жиром убранным до уровня 0"" ,тушеная",358 кКал,358 кКал,358 кКал,358 кКал
"Говядина, верхняя часть грудинки, мясо с жиром убранным до уровня 1/8"", сырая",267 кКал,267 кКал,267 кКал,267 кКал
"Говядина, верхняя часть грудинки, мясо с жиром убранным до уровня 1/8"", тушеная",349 кКал,349 кКал,349 кКал,349 кКал
"Говядина, верхняя часть грудинки, постоное мясо,тушеная",244 кКал,244 кКал,244 кКал,244 кКал
"Говядина, верхняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", обжаренная на гриле",168 кКал,168 кКал,168 кКал,168 кКал
"Говядина, верхняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", сырая",129 кКал,129 кКал,129 кКал,129 кКал
"Говядина, внешняя мякоть пашины,  мясо с жиром убранным до уровня 0"", жареная на огне",255 кКал,255 кКал,255 кКал,255 кКал
"Говядина, внешняя мякоть пашины, постное мясо, жареное на огне",233 кКал,233 кКал,233 кКал,233 кКал
"Говядина, внутренняя мякоть пашины, мясо с жиром убранным до уровня 0"", жареная на огне",220 кКал,220 кКал,220 кКал,220 кКал
"Говядина, внутренняя мякоть пашины, постное мясо, жареное на огне",205 кКал,205 кКал,205 кКал,205 кКал
"Говядина, внутренняя часть лопатки (стейк Денвер), приготовленный на гриле",227 кКал,227 кКал,227 кКал,227 кКал
"Говядина, внутренняя часть лопатки (стейк Денвер), только мясо",170 кКал,170 кКал,170 кКал,170 кКал
"Говядина, внутренняя часть лопатки, только мясо, тушеная",219 кКал,219 кКал,219 кКал,219 кКал
"Говядина, внутренняя часть лопатки, тушеная",275 кКал,275 кКал,275 кКал,275 кКал
"Говядина, вырезка",106 кКал,106 кКал,106 кКал,106 кКал
"Говядина, вырезка, мясо с жиром убранным до уровня 0"", жареная на огне",211 кКал,211 кКал,211 кКал,211 кКал
"Говядина, вырезка, мясо с жиром убранным до уровня 1/8"", жареная на огне",267 кКал,267 кКал,267 кКал,267 кКал
"Говядина, вырезка, мясо с жиром убранным до уровня 1/8"", обжаренная",324 кКал,324 кКал,324 кКал,324 кКал
"Говядина, вырезка, мясо с жиром убранным до уровня 1/8"", сырая",247 кКал,247 кКал,247 кКал,247 кКал
"Говядина, вырезка, постное мясо, жареная",200 кКал,200 кКал,200 кКал,200 кКал
"Говядина, вырезка, постное мясо, жареная на огне",198 кКал,198 кКал,198 кКал,198 кКал
"Говядина, вырезка, постное мясо, сырая",153 кКал,153 кКал,153 кКал,153 кКал
"Говядина, грудинка (мякоть)",233 кКал,233 кКал,233 кКал,233 кКал
"Говядина, грудинка целая",253 кКал,253 кКал,253 кКал,253 кКал
"Говядина, грудинка целая, мясо с жиром убранным до уровня 0"" ,тушеная",291 кКал,291 кКал,291 кКал,291 кКал
"Говядина, грудинка целая, только мясо",157 кКал,157 кКал,157 кКал,157 кКал
"Говядина, грудинка целая, только мясо ,тушеная",218 кКал,218 кКал,218 кКал,218 кКал
"Говядина, грудинка целая, тушеная",331 кКал,331 кКал,331 кКал,331 кКал
"Говядина, задняя часть лопаточного отруба",129 кКал,129 кКал,129 кКал,129 кКал
"Говядина, задняя часть лопаточного отруба, запеченная",173 кКал,173 кКал,173 кКал,173 кКал
"Говядина, задняя часть лопаточного отруба, запеченная",207 кКал,207 кКал,207 кКал,207 кКал
"Говядина, задняя часть лопаточного отруба, только мясо, запеченный",172 кКал,172 кКал,172 кКал,172 кКал
"Говядина, задняя часть лопаточного отруба, только мясо, тушеная",189 кКал,189 кКал,189 кКал,189 кКал
"Говядина, задняя часть лопаточного отруба,тушеная",182 кКал,182 кКал,182 кКал,182 кКал
"Говядина, запеченный хлеб из фарша, 70% постного мяса/ 30% жира",241 кКал,241 кКал,241 кКал,241 кКал
"Говядина, запеченный хлеб из фарша, 75% постного мяса/ 25% жира",254 кКал,254 кКал,254 кКал,254 кКал
"Говядина, запеченный хлеб из фарша, 80% постного мяса/ 20% жира",254 кКал,254 кКал,254 кКал,254 кКал
"Говядина, запеченный хлеб из фарша, 85% постного мяса/15% жира",240 кКал,240 кКал,240 кКал,240 кКал
"Говядина, запеченный хлеб из фарша, 90% постного мяса/10% жира",214 кКал,214 кКал,214 кКал,214 кКал
"Говядина, запеченный хлеб из фарша, 95% постного мяса/5% жира",174 кКал,174 кКал,174 кКал,174 кКал
"Говядина, короткий филей, мясо с жиром убранным до уровня 0"", жареная",223 кКал,223 кКал,223 кКал,223 кКал
"Говядина, короткий филей, мясо с жиром убранным до уровня 1/8"", жареная",264 кКал,264 кКал,264 кКал,264 кКал
"Говядина, короткий филей, мясо с жиром убранным до уровня 1/8"", сырая",228 кКал,228 кКал,228 кКал,228 кКал
"Говядина, короткий филей, постное мясо, жареная",189 кКал,189 кКал,189 кКал,189 кКал
"Говядина, короткий филей, постное мясо, жареная на огне",202 кКал,202 кКал,202 кКал,202 кКал
"Говядина, короткий филей, постное мясо, сырая",138 кКал,138 кКал,138 кКал,138 кКал
"Говядина, кострец, мясо с жиром убранным до уровня 0"", жареная",211 кКал,211 кКал,211 кКал,211 кКал
"Говядина, кострец, мясо с жиром убранным до уровня 0"", сырая",165 кКал,165 кКал,165 кКал,165 кКал
"Говядина, кострец, постное мясо, сырая",142 кКал,142 кКал,142 кКал,142 кКал
"Говядина, котлетное мясо",162 кКал,162 кКал,162 кКал,162 кКал
"Говядина, котлеты из фарша, 70%  постного мяса/ 30% жира, жаренная на огне",277 кКал,277 кКал,277 кКал,277 кКал
"Говядина, котлеты из фарша, 70%  постного мяса/ 30% жира, жаренная на сковороде",238 кКал,238 кКал,238 кКал,238 кКал
"Говядина, котлеты из фарша, 75%  постного мяса/ 25% жира, жареная на огне",279 кКал,279 кКал,279 кКал,279 кКал
"Говядина, котлеты из фарша, 75% постного мяса/ 25% жира, жареная на сковороде",248 кКал,248 кКал,248 кКал,248 кКал
"Говядина, котлеты из фарша, 80%  постного мяса/ 20% жира, жареная на сковороде",246 кКал,246 кКал,246 кКал,246 кКал
"Говядина, котлеты из фарша, 80% постного мяса/ 20% жира, жареная на огне",270 кКал,270 кКал,270 кКал,270 кКал
"Говядина, котлеты из фарша, 85%  постного мяса/ 15% жира, жареная на огне",250 кКал,250 кКал,250 кКал,250 кКал
"Говядина, котлеты из фарша, 85%  постного мяса/ 15% жира, жареная на сковороде",232 кКал,232 кКал,232 кКал,232 кКал
"Говядина, котлеты из фарша, 90%  постного мяса/ 10% жира, жареная на огне",217 кКал,217 кКал,217 кКал,217 кКал
"Говядина, котлеты из фарша, 90%  постного мяса/ 10% жира, жареная на сковороде",204 кКал,204 кКал,204 кКал,204 кКал
"Говядина, котлеты из фарша, 95%  постного мяса/ 5% жира, жареная на огне",174 кКал,174 кКал,174 кКал,174 кКал
"Говядина, котлеты из фарша, 95%  постного мяса/ 5% жира, жареная на сковороде",164 кКал,164 кКал,164 кКал,164 кКал
"Говядина, лопатка полностью, только мясо, тушеная",253 кКал,253 кКал,253 кКал,253 кКал
"Говядина, лопатка полностью, тушеная",341 кКал,341 кКал,341 кКал,341 кКал
"Говядина, лопаточная мякоть, мясо с жиром убранным до уровня1/8"", сырая",248 кКал,248 кКал,248 кКал,248 кКал
"Говядина, лопаточная часть (заплечная)",111 кКал,111 кКал,111 кКал,111 кКал
"Говядина, лопаточная часть (плечевая)",110 кКал,110 кКал,110 кКал,110 кКал
"Говядина, мышца лопатки, стейк Медальон",144 кКал,144 кКал,144 кКал,144 кКал
"Говядина, мышца лопатки, стейк Медальон, приготовленный на гриле",177 кКал,177 кКал,177 кКал,177 кКал
"Говядина, мякоть верхней части бедра, постное мясо",135 кКал,135 кКал,135 кКал,135 кКал
"Говядина, мякоть верхней части бедра, постное мясо, жареная",185 кКал,185 кКал,185 кКал,185 кКал
"Говядина, мякоть верхней части бедра, постное мясо, жареная на огне",162 кКал,162 кКал,162 кКал,162 кКал
"Говядина, мякоть верхней части бедра, тушеная",209 кКал,209 кКал,209 кКал,209 кКал
"Говядина, мякоть верхней части плеча, стейк",141 кКал,141 кКал,141 кКал,141 кКал
"Говядина, мякоть верхней части плеча, стейк, обжаренная на гриле",182 кКал,182 кКал,182 кКал,182 кКал
"Говядина, мякоть нижней внешней части бедра, стейк, мясо с жиром убранным до уровня 0"", обжаренная на гриле",182 кКал,182 кКал,182 кКал,182 кКал
"Говядина, мякоть нижней внешней части бедра, стейк, мясо с жиром убранным до уровня 0"", сырая",142 кКал,142 кКал,142 кКал,142 кКал
"Говядина, мякоть нижней части бедра, мясо с жиром убранным до уровня 0"", обжаренное",187 кКал,187 кКал,187 кКал,187 кКал
"Говядина, мякоть нижней части бедра, мясо с жиром убранным до уровня 0"", тушеная",223 кКал,223 кКал,223 кКал,223 кКал
"Говядина, мякоть нижней части бедра, мясо с жиром убранным до уровня1/8"", обжаренная",218 кКал,218 кКал,218 кКал,218 кКал
"Говядина, мякоть нижней части бедра, мясо с жиром убранным до уровня1/8"", сырая",192 кКал,192 кКал,192 кКал,192 кКал
"Говядина, мякоть нижней части бедра, мясо с жиром убранным до уровня1/8"", тушеная",247 кКал,247 кКал,247 кКал,247 кКал
"Говядина, мякоть нижней части бедра, постное мясо",128 кКал,128 кКал,128 кКал,128 кКал
"Говядина, мякоть нижней части бедра, постное мясо, обжаренная",177 кКал,177 кКал,177 кКал,177 кКал
"Говядина, мякоть нижней части бедра, постное мясо, приготовленная",163 кКал,163 кКал,163 кКал,163 кКал
"Говядина, мякоть нижней части бедра, постное мясо, тушеная",214 кКал,214 кКал,214 кКал,214 кКал
"Говядина, мякоть нижней части бедра, постное мясо, тушеная",216 кКал,216 кКал,216 кКал,216 кКал
"Говядина, мясной микс из разных частей тушки и субпродукты, отделенные механически, сырая",276 кКал,276 кКал,276 кКал,276 кКал
"Говядина, нарезаная кусками, мясо постное, приготовленная",203 кКал,203 кКал,203 кКал,203 кКал
"Говядина, нарезаная кусками, мясо с жиром убранным до уровня1/8""",215 кКал,215 кКал,215 кКал,215 кКал
"Говядина, нарезаная кусками, мясо с жиром убранным до уровня1/8"", приготовленная",259 кКал,259 кКал,259 кКал,259 кКал
"Говядина, наружная часть лопатки, жареная",216 кКал,216 кКал,216 кКал,216 кКал
"Говядина, наружная часть лопатки, стейк",176 кКал,176 кКал,176 кКал,176 кКал
"Говядина, наружная часть лопатки, стейк, обжаренная на гриле",222 кКал,222 кКал,222 кКал,222 кКал
"Говядина, наружная часть лопатки, только мясо, жареная",203 кКал,203 кКал,203 кКал,203 кКал
"Говядина, обжаренный фарш, 75%  постного мяса/ 25% жира",277 кКал,277 кКал,277 кКал,277 кКал
"Говядина, огузок, мясо с жиром убранным до уровня 0"", обжаренная,",188 кКал,188 кКал,188 кКал,188 кКал
"Говядина, огузок, мясо с жиром убранным до уровня 0"", сырая",151 кКал,151 кКал,151 кКал,151 кКал
"Говядина, огузок, мясо с жиром убранным до уровня 1/8""",189 кКал,189 кКал,189 кКал,189 кКал
"Говядина, огузок, мясо с жиром убранным до уровня 1/8"", обжаренная",219 кКал,219 кКал,219 кКал,219 кКал
"Говядина, огузок, постное мясо",126 кКал,126 кКал,126 кКал,126 кКал
"Говядина, огузок, постное мясо, обжаренная",174 кКал,174 кКал,174 кКал,174 кКал
"Говядина, оковалок, мясо с жиром убранным до уровня 0"", жареная",212 кКал,212 кКал,212 кКал,212 кКал
"Говядина, оковалок, мясо с жиром убранным до уровня 1/8"", жареная на огне",243 кКал,243 кКал,243 кКал,243 кКал
"Говядина, оковалок, мясо с жиром убранным до уровня 1/8"", сырая",201 кКал,201 кКал,201 кКал,201 кКал
"Говядина, оковалок, постное мясо, жареная на огне",178 кКал,178 кКал,178 кКал,178 кКал
"Говядина, оковалок, постное мясо, жареная на огне",183 кКал,183 кКал,183 кКал,183 кКал
"Говядина, оковалок, постное мясо, сырая",131 кКал,131 кКал,131 кКал,131 кКал
"Говядина, остроконечная часть плеча (фальш-филе)",128 кКал,128 кКал,128 кКал,128 кКал
"Говядина, остроконечная часть плеча (фальш-филе), жареная на огне",160 кКал,160 кКал,160 кКал,160 кКал
"Говядина, остроконечная часть плеча (фальш-филе), только мясо",123 кКал,123 кКал,123 кКал,123 кКал
"Говядина, остроконечная часть плеча (фальш-филе), только мясо, жареная",159 кКал,159 кКал,159 кКал,159 кКал
"Говядина, остроконечная часть плеча (фальш-филе), только мясо, тушеная",190 кКал,190 кКал,190 кКал,190 кКал
"Говядина, остроконечная часть плеча (фальш-филе), тушеная",220 кКал,220 кКал,220 кКал,220 кКал
"Говядина, пашина",225 кКал,225 кКал,225 кКал,225 кКал
"Говядина, плечевая мякоть на кости",244 кКал,244 кКал,244 кКал,244 кКал
"Говядина, плечевая мякоть на кости, только мясо",132 кКал,132 кКал,132 кКал,132 кКал
"Говядина, плечевая мякоть на кости, только мясо, тушеная",214 кКал,214 кКал,214 кКал,214 кКал
"Говядина, плечевая мякоть на кости, тушеная",302 кКал,302 кКал,302 кКал,302 кКал
"Говядина, плечевая мякоть, мясо с жиром убранным до уровня 0"" ,тушеная",297 кКал,297 кКал,297 кКал,297 кКал
"Говядина, плоская часть грудинки,  мясо с жиром убранным до уровня 0"" ,тушеная",213 кКал,213 кКал,213 кКал,213 кКал
"Говядина, плоская часть грудинки, мясо с жиром убранным до уровня 1/8""",277 кКал,277 кКал,277 кКал,277 кКал
"Говядина, плоская часть грудинки, мясо с жиром убранным до уровня 1/8"", тушеная",289 кКал,289 кКал,289 кКал,289 кКал
"Говядина, плоская часть грудинки, постное мясо",127 кКал,127 кКал,127 кКал,127 кКал
"Говядина, плоская часть грудинки, постное мясо, тушеная",205 кКал,205 кКал,205 кКал,205 кКал
"Говядина, плоская часть грудинки, постное мясо, тушеная",196 кКал,196 кКал,196 кКал,196 кКал
"Говядина, подлопаточная часть",196 кКал,196 кКал,196 кКал,196 кКал
"Говядина, подлопаточная часть",131 кКал,131 кКал,131 кКал,131 кКал
"Говядина, подлопаточная часть, только мясо",140 кКал,140 кКал,140 кКал,140 кКал
"Говядина, подлопаточная часть, только мясо, тушеная",216 кКал,216 кКал,216 кКал,216 кКал
"Говядина, подлопаточная часть, тушеная",291 кКал,291 кКал,291 кКал,291 кКал
"Говядина, покромка",196 кКал,196 кКал,196 кКал,196 кКал
"Говядина, покромка",155 кКал,155 кКал,155 кКал,155 кКал
"Говядина, покромка, жаренная на огне",192 кКал,192 кКал,192 кКал,192 кКал
"Говядина, покромка, только мясо",141 кКал,141 кКал,141 кКал,141 кКал
"Говядина, покромка, только мясо, жареная на огне",186 кКал,186 кКал,186 кКал,186 кКал
"Говядина, поясничная часть (тонкий край)",110 кКал,110 кКал,110 кКал,110 кКал
"Говядина, поясничная часть, тонкий край (ребра 10-12)",254 кКал,254 кКал,254 кКал,254 кКал
"Говядина, поясничная часть, тонкий край (ребра 10-12), жареная на огне",291 кКал,291 кКал,291 кКал,291 кКал
"Говядина, поясничная часть, тонкий край (ребра 10-12), запеченная",341 кКал,341 кКал,341 кКал,341 кКал
"Говядина, поясничная часть, тонкий край (ребра 10-12), мясо с жиром убранным до уровня 0"", жареная",249 кКал,249 кКал,249 кКал,249 кКал
"Говядина, поясничная часть, тонкий край (ребра 10-12), только мясо",141 кКал,141 кКал,141 кКал,141 кКал
"Говядина, поясничная часть, тонкий край (ребра 10-12), только мясо, жареная на огне",195 кКал,195 кКал,195 кКал,195 кКал
"Говядина, разделанная, нарезаная кусками, мясо с жиром убранным до уровня 0"", приготовленная",230 кКал,230 кКал,230 кКал,230 кКал
"Говядина, ребера, тонкий край (ребра 10-12), постное мясо, жареная",193 кКал,193 кКал,193 кКал,193 кКал
"Говядина, реберный край грудинки (шорт рибс), без костей",235 кКал,235 кКал,235 кКал,235 кКал
"Говядина, реберный край грудинки (шорт рибс), без костей, только мясо",169 кКал,169 кКал,169 кКал,169 кКал
"Говядина, реберный край грудинки (шорт рибс), без костей, только мясо, тушеная",240 кКал,240 кКал,240 кКал,240 кКал
"Говядина, реберный край грудинки (шорт рибс), без костей, тушеная",305 кКал,305 кКал,305 кКал,305 кКал
"Говядина, солонина, стрипсы к завтраку, сырые или не разогретые",406 кКал,406 кКал,406 кКал,406 кКал
"Говядина, спинная и поясничная части, толстый и тонкий края (ребра 6-12)",306 кКал,306 кКал,306 кКал,306 кКал
"Говядина, спинная и поясничная части, толстый и тонкий края (ребра 6-12), жареная на огне",337 кКал,337 кКал,337 кКал,337 кКал
"Говядина, спинная и поясничная части, толстый и тонкий края (ребра 6-12), запеченная",351 кКал,351 кКал,351 кКал,351 кКал
"Говядина, спинная часть (толстый край)",108 кКал,108 кКал,108 кКал,108 кКал
"Говядина, спинная часть, толстый край (ребра 6-9)",316 кКал,316 кКал,316 кКал,316 кКал
"Говядина, спинная часть, толстый край (ребра 6-9),  только мясо , запеченная",238 кКал,238 кКал,238 кКал,238 кКал
"Говядина, спинная часть, толстый край (ребра 6-9), жареная на огне",338 кКал,338 кКал,338 кКал,338 кКал
"Говядина, спинная часть, толстый край (ребра 6-9), запеченная",355 кКал,355 кКал,355 кКал,355 кКал
"Говядина, средняя часть кострца, стейк, мясо с жиром убранным до уровня 0"",  обжаренная на гриле",177 кКал,177 кКал,177 кКал,177 кКал
"Говядина, средняя часть кострца, стейк, мясо с жиром убранным до уровня 0"", сырая",143 кКал,143 кКал,143 кКал,143 кКал
