Продукт,Калорийность,Белки,Жиры,Углеводы
"Свинина, рёбра с лопаточной части, постное мясо",140 кКал,140 кКал,140 кКал,140 кКал
"Свинина, рёбра с лопаточной части, постное мясо, на кости, жареные на огне",216 кКал,216 кКал,216 кКал,216 кКал
"Свинина, рёбра с лопаточной части, постное мясо, на кости, запечённые",227 кКал,227 кКал,227 кКал,227 кКал
"Свинина, рёбра с лопаточной части, постное мясо, тушеные",247 кКал,247 кКал,247 кКал,247 кКал
"Свинина, рёбра с лопаточной части, только мясо без костей, жареные на огне",216 кКал,216 кКал,216 кКал,216 кКал
"Свинина, рёбра с лопаточной части, только мясо, без костей, запечённые",219 кКал,219 кКал,219 кКал,219 кКал
"Свинина, рёбра с лопаточной части, тушеные",273 кКал,273 кКал,273 кКал,273 кКал
"Свинина, рёбра со спины",224 кКал,224 кКал,224 кКал,224 кКал
"Свинина, рёбра со спины, запечённые",292 кКал,292 кКал,292 кКал,292 кКал
"Свинина, рёбра со спины, на кости, только мясо",172 кКал,172 кКал,172 кКал,172 кКал
"Свинина, рёбра со спины, на кости, только мясо, запечённое",255 кКал,255 кКал,255 кКал,255 кКал
"Свинина, рёбра средней части с мясом",186 кКал,186 кКал,186 кКал,186 кКал
"Свинина, рёбра средней части с мясом, жареные на огне на огне",222 кКал,222 кКал,222 кКал,222 кКал
"Свинина, рёбра средней части с мясом, запечённые",248 кКал,248 кКал,248 кКал,248 кКал
"Свинина, рёбра средней части с мясом, постное мясо",136 кКал,136 кКал,136 кКал,136 кКал
"Свинина, рёбра средней части с мясом, постное мясо, жареная на огне",186 кКал,186 кКал,186 кКал,186 кКал
"Свинина, рёбра средней части с мясом, постное мясо, жаренные на сковороде",211 кКал,211 кКал,211 кКал,211 кКал
"Свинина, рёбра средней части с мясом, постное мясо, запечённые",206 кКал,206 кКал,206 кКал,206 кКал
"Свинина, рёбра средней части с мясом, постное мясо, тушеное",208 кКал,208 кКал,208 кКал,208 кКал
"Свинина, рёбра средней части с мясом, тушеные",261 кКал,261 кКал,261 кКал,261 кКал
"Свинина, с добавлением раствора, верхняя часть филе (карбонат, или котлета свиная), жереная на сковороде",190 кКал,190 кКал,190 кКал,190 кКал
"Свинина, с добавлением раствора, верхняя часть филе (карбонат, или котлета свиная), постное мясо, жереная на сковороде",169 кКал,169 кКал,169 кКал,169 кКал
"Свинина, с добавлением раствора, отделённый жир",508 кКал,508 кКал,508 кКал,508 кКал
"Свинина, с добавлением раствора, отделённый жир, приготовленная",585 кКал,585 кКал,585 кКал,585 кКал
"Свинина, с добавлением раствора, филей, средняя часть, мясо с жиром, сырая",114 кКал,114 кКал,114 кКал,114 кКал
"Свинина, с добавлением раствора, филей,лопаточно-плечевая часть, мясо с жиром, сырая",169 кКал,169 кКал,169 кКал,169 кКал
"Свинина, с добавлением раствора, филей,лопаточно-плечевая часть, мясо с жиром, тушеная",263 кКал,263 кКал,263 кКал,263 кКал
"Свинина, с добавлением раствора, филей,лопаточно-плечевая часть,постное мясо, сырая",122 кКал,122 кКал,122 кКал,122 кКал
"Свинина, с добавлением раствора, филей,лопаточно-плечевая часть,постное мясо, тушеная",227 кКал,227 кКал,227 кКал,227 кКал
"Свинина, с добавлением раствора, филей,средняя часть, мясо с жиром, запечённая",121 кКал,121 кКал,121 кКал,121 кКал
"Свинина, с добавлением раствора, филей,средняя часть,постное мясо, запечённая",116 кКал,116 кКал,116 кКал,116 кКал
"Свинина, сало",748 кКал,748 кКал,748 кКал,748 кКал
"Свинина, свежая, лопатки,передняя нога, отделенное постное мясо, сырая",120 кКал,120 кКал,120 кКал,120 кКал
"Свинина, свежая, мясной микс из разных частей тушки и субпродукты, отделенные механически, сырая",304 кКал,304 кКал,304 кКал,304 кКал
"Свинина, свежая,приправленная, филей,средняя часть,постное мясо, сырая",106 кКал,106 кКал,106 кКал,106 кКал
"Свинина, свежая,разделанная, нарезаная кусками(филей и лопаточная чать), мясо с жиром,сырая",177 кКал,177 кКал,177 кКал,177 кКал
"Свинина, средняя часть филе на кости",170 кКал,170 кКал,170 кКал,170 кКал
"Свинина, средняя часть филе на кости, жареная на сковороде",238 кКал,238 кКал,238 кКал,238 кКал
"Свинина, средняя часть филе на кости, запечённая",231 кКал,231 кКал,231 кКал,231 кКал
"Свинина, средняя часть филе на кости, постное мясо",127 кКал,127 кКал,127 кКал,127 кКал
"Свинина, средняя часть филе на кости, постное мясо, жареная на огне",180 кКал,180 кКал,180 кКал,180 кКал
"Свинина, средняя часть филе на кости, постное мясо, жареная на сковороде",195 кКал,195 кКал,195 кКал,195 кКал
"Свинина, средняя часть филе на кости, постное мясо, запечённая",194 кКал,194 кКал,194 кКал,194 кКал
"Свинина, средняя часть филе на кости, постное мясо, тушеная",200 кКал,200 кКал,200 кКал,200 кКал
"Свинина, средняя часть филе на кости, тушеная",242 кКал,242 кКал,242 кКал,242 кКал
"Свинина, ссредняя часть филе на кости, жареная на огне",209 кКал,209 кКал,209 кКал,209 кКал
"Свинина, стейк из окорока, без костей, мясо с жиром, жареная на огне",158 кКал,158 кКал,158 кКал,158 кКал
"Свинина, стейк из окорока, без костей, мясо с жиром, сырая",123 кКал,123 кКал,123 кКал,123 кКал
"Свинина, тазобедренная часть",305 кКал,305 кКал,305 кКал,305 кКал
"Свинина, тушка, мясо вместе с жиром, сырая",376 кКал,376 кКал,376 кКал,376 кКал
"Свинина, шейная часть (мякоть)",343 кКал,343 кКал,343 кКал,343 кКал
"Свиное сало со спинки, сырое",812 кКал,812 кКал,812 кКал,812 кКал
Свиной жир,632 кКал,632 кКал,632 кКал,632 кКал
"Свиной жир, отделённый с ветчины",515 кКал,515 кКал,515 кКал,515 кКал
"Свиной жир, отделённый с ветчины, разогретый",507 кКал,507 кКал,507 кКал,507 кКал
"Свиной жир, приготовленный",626 кКал,626 кКал,626 кКал,626 кКал
"Свиной жир, топлёный из бекона, приготовленный",898 кКал,898 кКал,898 кКал,898 кКал
Свиные ноги (копытца) засоленные,140 кКал,140 кКал,140 кКал,140 кКал
Селезенка свиная,100 кКал,100 кКал,100 кКал,100 кКал
"Селезенка свиная, тушеная",149 кКал,149 кКал,149 кКал,149 кКал
Сердце свиное,118 кКал,118 кКал,118 кКал,118 кКал
Сердце свиное,101 кКал,101 кКал,101 кКал,101 кКал
"Сердце свиное, тушеная",148 кКал,148 кКал,148 кКал,148 кКал
Уши свиные,234 кКал,234 кКал,234 кКал,234 кКал
Уши свиные,211 кКал,211 кКал,211 кКал,211 кКал
"Уши свиные, вареные на медленном огне",166 кКал,166 кКал,166 кКал,166 кКал
"Фарш свиной сосисочный, консервы",244 кКал,244 кКал,244 кКал,244 кКал
"Фарш свиной, 21% жира",263 кКал,263 кКал,263 кКал,263 кКал
"Фарш свиной, 21% жира, приготовленный",297 кКал,297 кКал,297 кКал,297 кКал
"Фарш свиной, 72% мяса / 28% жира, жареный на сковороде",377 кКал,377 кКал,377 кКал,377 кКал
"Фарш свиной, 72% мяса / 28% жира, приготовленный",393 кКал,393 кКал,393 кКал,393 кКал
"Фарш свиной, 84% мяса / 16% жира",218 кКал,218 кКал,218 кКал,218 кКал
"Фарш свиной, 84% мяса / 16% жира, жареный на сковороде",301 кКал,301 кКал,301 кКал,301 кКал
"Фарш свиной, 84% мяса / 16% жира, приготовленный",289 кКал,289 кКал,289 кКал,289 кКал
"Фарш свиной, 96% мяса / 4% жира",121 кКал,121 кКал,121 кКал,121 кКал
"Фарш свиной, 96% мяса / 4% жира, жареный на сковороде",185 кКал,185 кКал,185 кКал,185 кКал
"Фарш свиной, 96% мяса / 4% жира, приготовленный",187 кКал,187 кКал,187 кКал,187 кКал
Хвост свиной,378 кКал,378 кКал,378 кКал,378 кКал
Хвост свиной мясокостный,422 кКал,422 кКал,422 кКал,422 кКал
"Хвост свиной, вареный на медленном огне",396 кКал,396 кКал,396 кКал,396 кКал
"Шницель отбивной из свинины, по 1-416",403 кКал,403 кКал,403 кКал,403 кКал
"Шницель рубленый из свинины, по 1-442",473 кКал,473 кКал,473 кКал,473 кКал
"Щековина свиная (щёки, баки)",655 кКал,655 кКал,655 кКал,655 кКал
"Эскалоп из свинины, по 1-412",363 кКал,363 кКал,363 кКал,363 кКал
Язык свиной,225 кКал,225 кКал,225 кКал,225 кКал
Язык свиной,208 кКал,208 кКал,208 кКал,208 кКал
Язык свиной отварной,"302,2 кКал","302,2 кКал","302,2 кКал","302,2 кКал"
"Язык свиной, тушеный",271 кКал,271 кКал,271 кКал,271 кКал
