Продукт,Калорийность,Белки,Жиры,Углеводы
"Фасоль пинто (пёстрая), зрелая, консервированная, содержимое без жидкости, промытая водой",117 кКал,117 кКал,117 кКал,117 кКал
"Фасоль пинто (пёстрая), зрелые проросшие семена",62 кКал,62 кКал,62 кКал,62 кКал
"Фасоль пинто (пёстрая), зрелые проросшие семена, вареные, без соли",22 кКал,22 кКал,22 кКал,22 кКал
"Фасоль пинто (пёстрая), зрелые проросшие семена, вареные, с солью",20 кКал,20 кКал,20 кКал,20 кКал
"Фасоль пинто (пёстрая), консервированная, содержимое без жидкости",114 кКал,114 кКал,114 кКал,114 кКал
"Фасоль пинто (пёстрая), незрелые семена, замороженная",170 кКал,170 кКал,170 кКал,170 кКал
"Фасоль пинто (пёстрая), незрелые семена, замороженная, вареная, без соли",162 кКал,162 кКал,162 кКал,162 кКал
"Фасоль пинто (пёстрая), незрелые семена, замороженные, вареные, с солью",162 кКал,162 кКал,162 кКал,162 кКал
"Фасоль розовая, зрелые семена",343 кКал,343 кКал,343 кКал,343 кКал
"Фасоль розовая, зрелые семена, вареная, без соли",149 кКал,149 кКал,149 кКал,149 кКал
"Фасоль розовая, зрелые семена, вареная, с солью",149 кКал,149 кКал,149 кКал,149 кКал
Фасоль стручковая,23 кКал,23 кКал,23 кКал,23 кКал
"Фасоль стручковая шелли, консервированная",30 кКал,30 кКал,30 кКал,30 кКал
"Фасоль стручковая, желтая",31 кКал,31 кКал,31 кКал,31 кКал
"Фасоль стручковая, желтая, вареная, без соли",35 кКал,35 кКал,35 кКал,35 кКал
"Фасоль стручковая, желтая, вареная, с солью",35 кКал,35 кКал,35 кКал,35 кКал
"Фасоль стручковая, желтая, замороженная",33 кКал,33 кКал,33 кКал,33 кКал
"Фасоль стручковая, желтая, замороженная, вареная, без соли",28 кКал,28 кКал,28 кКал,28 кКал
"Фасоль стручковая, желтая, замороженная, вареная, с солью",28 кКал,28 кКал,28 кКал,28 кКал
"Фасоль стручковая, желтая, консервированная",15 кКал,15 кКал,15 кКал,15 кКал
"Фасоль стручковая, желтая, консервированная, без соли",15 кКал,15 кКал,15 кКал,15 кКал
"Фасоль стручковая, зеленая",31 кКал,31 кКал,31 кКал,31 кКал
"Фасоль стручковая, зеленая, вареная, без соли",35 кКал,35 кКал,35 кКал,35 кКал
"Фасоль стручковая, зеленая, вареная, замороженная, без соли",28 кКал,28 кКал,28 кКал,28 кКал
"Фасоль стручковая, зеленая, вареная, с солью",35 кКал,35 кКал,35 кКал,35 кКал
"Фасоль стручковая, зеленая, замороженная",33 кКал,33 кКал,33 кКал,33 кКал
"Фасоль стручковая, зеленая, замороженная, вареная, с солью",28 кКал,28 кКал,28 кКал,28 кКал
"Фасоль стручковая, зеленая, замороженная, приготовленная в микороволновке",33 кКал,33 кКал,33 кКал,33 кКал
"Фасоль стручковая, зеленая, консервированная",15 кКал,15 кКал,15 кКал,15 кКал
"Фасоль стручковая, зеленая, консервированная, без соли",15 кКал,15 кКал,15 кКал,15 кКал
"Фасоль стручковая, зеленая, консервированная, без соли, содержимое без жидкости",22 кКал,22 кКал,22 кКал,22 кКал
"Фасоль стручковая, зеленая, консервированная, содержимое без жидкости",21 кКал,21 кКал,21 кКал,21 кКал
"Фасоль стручковая, зеленая, приготовленная в микроволновке",33 кКал,33 кКал,33 кКал,33 кКал
"Фасоль стручковая, консервированная, без соли, содержимое без жидкости",20 кКал,20 кКал,20 кКал,20 кКал
"Фасоль стручковая, консервированная, со специями",16 кКал,16 кКал,16 кКал,16 кКал
"Фасоль стручковая, консервированная, содержимое без жидкости",20 кКал,20 кКал,20 кКал,20 кКал
Фасоль стручковая. Консервы,16 кКал,16 кКал,16 кКал,16 кКал
"Фасоль французская, зрелые семена, вареная, без соли",129 кКал,129 кКал,129 кКал,129 кКал
"Фасоль французская, зрелые семена, вареная, с солью",129 кКал,129 кКал,129 кКал,129 кКал
"Фасоль французская, зрелые семена, сырая",343 кКал,343 кКал,343 кКал,343 кКал
"Фасоль черная черепаха, зрелые семена",339 кКал,339 кКал,339 кКал,339 кКал
"Фасоль черная черепаха, зрелые семена, вареная без соли",130 кКал,130 кКал,130 кКал,130 кКал
"Фасоль черная черепаха, зрелые семена, вареная с солью",130 кКал,130 кКал,130 кКал,130 кКал
"Фасоль черная черепаха, зрелые семена, консервированная",91 кКал,91 кКал,91 кКал,91 кКал
"Фасоль черная, зрелые семена",341 кКал,341 кКал,341 кКал,341 кКал
"Фасоль черная, зрелые семена, вареная, без соли",132 кКал,132 кКал,132 кКал,132 кКал
"Фасоль черная, зрелые семена, вареная, с солью",132 кКал,132 кКал,132 кКал,132 кКал
"Фасоль черная, зрелые семена, консервированная, со сниженным содержанием натрия",91 кКал,91 кКал,91 кКал,91 кКал
"Фасоль черный глаз (коровий горох, вигна китайская), зрелая",336 кКал,336 кКал,336 кКал,336 кКал
"Фасоль черный глаз (коровий горох, вигна китайская), зрелая, вареная, без соли",116 кКал,116 кКал,116 кКал,116 кКал
"Фасоль черный глаз (коровий горох, вигна китайская), зрелая, вареная, с солью",116 кКал,116 кКал,116 кКал,116 кКал
"Фасоль черный глаз (коровий горох, вигна китайская), зрелая, консервированная",77 кКал,77 кКал,77 кКал,77 кКал
"Фасоль черный глаз (коровий горох, вигна китайская), зрелая, консервированная со свининой",83 кКал,83 кКал,83 кКал,83 кКал
"Фасоль черный глаз (коровий горох, вигна китайская), незрелая, вареная",90 кКал,90 кКал,90 кКал,90 кКал
"Фасоль черный глаз (коровий горох, вигна китайская), незрелая, вареная, без соли",97 кКал,97 кКал,97 кКал,97 кКал
"Фасоль черный глаз (коровий горох, вигна китайская), незрелая, вареная, с солью",94 кКал,94 кКал,94 кКал,94 кКал
"Фасоль черный глаз (коровий горох, вигна китайская), незрелая, замороженная",139 кКал,139 кКал,139 кКал,139 кКал
"Фасоль черный глаз (коровий горох, вигна китайская), незрелая, замороженная, вареная, без соли",132 кКал,132 кКал,132 кКал,132 кКал
"Фасоль черный глаз (коровий горох, вигна китайская), незрелая, замороженная, вареная, с солью",131 кКал,131 кКал,131 кКал,131 кКал
"Фасоль, запеченная, домашнего приготоления",155 кКал,155 кКал,155 кКал,155 кКал
"Фасоль, запеченная, консервированная, обычная или вегетарианская",94 кКал,94 кКал,94 кКал,94 кКал
"Фасоль, запеченная, консервированная, с говядиной",121 кКал,121 кКал,121 кКал,121 кКал
"Фасоль, запеченная, консервированная, с сосисками",142 кКал,142 кКал,142 кКал,142 кКал
"Фасоль, запеченная, консервированная, со свининой",106 кКал,106 кКал,106 кКал,106 кКал
"Фасоль, запеченная, консервированная, со свининой, с сладким соусом",105 кКал,105 кКал,105 кКал,105 кКал
"Фасоль, запеченная, консервированная, со свининой, с томатным соусом",94 кКал,94 кКал,94 кКал,94 кКал
"Фасоль, зерно",298 кКал,298 кКал,298 кКал,298 кКал
"Фасоль, чили, барбекю, приготовленная, в стиле ранчо",97 кКал,97 кКал,97 кКал,97 кКал
"Фунчоза (лапша из крахмала бобов мунг), сухая",351 кКал,351 кКал,351 кКал,351 кКал
Хумус,237 кКал,237 кКал,237 кКал,237 кКал
"Хумус, домашнего приготовления",177 кКал,177 кКал,177 кКал,177 кКал
"Цыпленок, из заменителя мяса",224 кКал,224 кКал,224 кКал,224 кКал
"Цыпленок, из заменителя мяса, жареный, в панировке",234 кКал,234 кКал,234 кКал,234 кКал
Чечевица,352 кКал,352 кКал,352 кКал,352 кКал
"Чечевица проросшая, вареная, без соли",101 кКал,101 кКал,101 кКал,101 кКал
"Чечевица проросшая, жареная, с солью",101 кКал,101 кКал,101 кКал,101 кКал
"Чечевица проросшая, сырая",106 кКал,106 кКал,106 кКал,106 кКал
"Чечевица, зерно",295 кКал,295 кКал,295 кКал,295 кКал
"Чечевица, зрелые семена, вареная, без соли",116 кКал,116 кКал,116 кКал,116 кКал
"Чечевица, зрелые семена, вареная, с солью",114 кКал,114 кКал,114 кКал,114 кКал
"Чечевица, розовая",358 кКал,358 кКал,358 кКал,358 кКал
"Чили с бобами, консервированные",103 кКал,103 кКал,103 кКал,103 кКал
Чина,286 кКал,286 кКал,286 кКал,286 кКал
"Эдамамэ, варёные соевые бобы в стручках, замороженные, неприготовленные",109 кКал,109 кКал,109 кКал,109 кКал
"Эдамамэ, варёные соевые бобы в стручках, замороженные, приготовленные",121 кКал,121 кКал,121 кКал,121 кКал
