Продукт,Калорийность,Белки,Жиры,Углеводы
Сметана 12% жирности,135 кКал,135 кКал,135 кКал,135 кКал
Сметана 12% жирности KRAFT BREAKSTONE'S,152 кКал,152 кКал,152 кКал,152 кКал
"Сметана 14,1% жирности",181 кКал,181 кКал,181 кКал,181 кКал
Сметана 15% жирности,162 кКал,162 кКал,162 кКал,162 кКал
"Сметана 19,35% жирности",198 кКал,198 кКал,198 кКал,198 кКал
Сметана 20% жирности,206 кКал,206 кКал,206 кКал,206 кКал
Сметана 25% жирности,250 кКал,250 кКал,250 кКал,250 кКал
Сметана 30% жирности,293 кКал,293 кКал,293 кКал,293 кКал
Сметана 36% жирности,346 кКал,346 кКал,346 кКал,346 кКал
Сметана 40% жирности,381 кКал,381 кКал,381 кКал,381 кКал
Сметана обезжиренная,74 кКал,74 кКал,74 кКал,74 кКал
"Сулугуни, м.д.ж. 46% в сух. в-ве",286 кКал,286 кКал,286 кКал,286 кКал
Сыворотка кислая,24 кКал,24 кКал,24 кКал,24 кКал
"Сыворотка кислая, сухая",339 кКал,339 кКал,339 кКал,339 кКал
Сыворотка подсырная,21 кКал,21 кКал,21 кКал,21 кКал
Сыворотка сладкая,27 кКал,27 кКал,27 кКал,27 кКал
"Сыворотка сладкая, сухая",353 кКал,353 кКал,353 кКал,353 кКал
Сыворотка творожная,20 кКал,20 кКал,20 кКал,20 кКал
"Сыр адыгейский, м.д.ж. 45% в сух. в-ве",264 кКал,264 кКал,264 кКал,264 кКал
"Сыр американский, обезжиренный",126 кКал,126 кКал,126 кКал,126 кКал
"Сыр бийский, м.д.ж. 50% в сух. в-ве",371 кКал,371 кКал,371 кКал,371 кКал
"Сыр бри, м.д.ж. 54% в сух. в-ве",334 кКал,334 кКал,334 кКал,334 кКал
"Сыр брик дю Форез, французский мягкий белый сыр, м.д.ж. 50% в сух. в-ве",371 кКал,371 кКал,371 кКал,371 кКал
"Сыр выруский, м.д.ж. 30% в сух. в-ве",258 кКал,258 кКал,258 кКал,258 кКал
"Сыр гауда, твёрдый голландский сыр, м.д.ж. 47% в сух. в-ве",356 кКал,356 кКал,356 кКал,356 кКал
"Сыр гейтуст, норвежский полутвёрдый коричневый сыр, м.д.ж. 34% в сух. в-ве",466 кКал,466 кКал,466 кКал,466 кКал
"Сыр голландский, брусковый, м.д.ж. 45% в сух. в-ве",350 кКал,350 кКал,350 кКал,350 кКал
"Сыр голландский, круглый, м.д.ж. 50% в сух. в-ве",375 кКал,375 кКал,375 кКал,375 кКал
"Сыр голубой с плесенью, м.д.ж. 50% в сух. в-ве",353 кКал,353 кКал,353 кКал,353 кКал
"Сыр грюйер, швейцарский твёрдый жёлтый сыр, м.д.ж. 48% в сух. в-ве",413 кКал,413 кКал,413 кКал,413 кКал
"Сыр жемайчу, м.д.ж. 34% в сух. в-ве",262 кКал,262 кКал,262 кКал,262 кКал
"Сыр земгальский, м.д.ж. 50% в сух. в-ве",309 кКал,309 кКал,309 кКал,309 кКал
"Сыр и творог домашний 4% жирности, несолёный, м.д.ж. 16% в сух. в-ве",113 кКал,113 кКал,113 кКал,113 кКал
"Сыр и творог домашний нежирный, несолёный, м.д.ж. 3% в сух. в-ве",86 кКал,86 кКал,86 кКал,86 кКал
"Сыр из козьего молока мягкий, м.д.ж. 54% в сух. в-ве",264 кКал,264 кКал,264 кКал,264 кКал
"Сыр из козьего молока полутвердый, м.д.ж. 55% в сух. в-ве",364 кКал,364 кКал,364 кКал,364 кКал
"Сыр из козьего молока твердый, м.д.ж. 50% в сух. в-ве",452 кКал,452 кКал,452 кКал,452 кКал
"Сыр камамбер, м.д.ж. 50% в сух. в-ве",300 кКал,300 кКал,300 кКал,300 кКал
"Сыр камамбер, м.д.ж. 60% в сух. в-ве",324 кКал,324 кКал,324 кКал,324 кКал
"Сыр каунасский, м.д.ж. 30% в сух. в-ве",253 кКал,253 кКал,253 кКал,253 кКал
"Сыр Кесо Бланко, мягкий белый сыр, м.д.ж. 47% в сух. в-ве",310 кКал,310 кКал,310 кКал,310 кКал
"Сыр Кесо Котиха, мексиканский твёрдый сыр, м.д.ж. 48% в сух. в-ве",366 кКал,366 кКал,366 кКал,366 кКал
"Сыр Кесо Секо, мягкий белый сыр, отжатый, м.д.ж. 42% в сух. в-ве",325 кКал,325 кКал,325 кКал,325 кКал
"Сыр Кесо Фреско, мягкий белый сыр, свежий, м.д.ж. 49% в сух. в-ве",299 кКал,299 кКал,299 кКал,299 кКал
"Сыр колби, м.д.ж. 52% в сух. в-ве",394 кКал,394 кКал,394 кКал,394 кКал
"Сыр костромской, м.д.ж. 45% в сух. в-ве",343 кКал,343 кКал,343 кКал,343 кКал
"Сыр латвийский, м.д.ж. 45% в сух. в-ве",316 кКал,316 кКал,316 кКал,316 кКал
"Сыр лимбургер, мягкий бельгийский сыр, м.д.ж. 53% в сух. в-ве",327 кКал,327 кКал,327 кКал,327 кКал
"Сыр литовский, м.д.ж. 30% в сух. в-ве",250 кКал,250 кКал,250 кКал,250 кКал
"Сыр мексиканский, кесо анежо, м.д.ж. 48% в сух. в-ве",373 кКал,373 кКал,373 кКал,373 кКал
"Сыр мексиканский, кесо асадеро, м.д.ж. 45% в сух. в-ве",356 кКал,356 кКал,356 кКал,356 кКал
"Сыр мексиканский, кесо чихуа-хуа, м.д.ж. 49% в сух. в-ве",374 кКал,374 кКал,374 кКал,374 кКал
"Сыр мексиканский, м.д.ж. 37% в сух. в-ве",282 кКал,282 кКал,282 кКал,282 кКал
"Сыр мексиканский, м.д.ж. 54% в сух. в-ве",384 кКал,384 кКал,384 кКал,384 кКал
"Сыр монтерей, м.д.ж. 40% в сух. в-ве",313 кКал,313 кКал,313 кКал,313 кКал
"Сыр монтерей, м.д.ж. 51% в сух. в-ве",373 кКал,373 кКал,373 кКал,373 кКал
"Сыр моцарелла, м.д.ж. 34% в сух. в-ве",254 кКал,254 кКал,254 кКал,254 кКал
"Сыр моцарелла, м.д.ж. 44% в сух. в-ве",299 кКал,299 кКал,299 кКал,299 кКал
"Сыр моцарелла, низкой влажности, м.д.ж. 37% в сух. в-ве",295 кКал,295 кКал,295 кКал,295 кКал
"Сыр моцарелла, низкой влажности, м.д.ж. 48% в сух. в-ве",318 кКал,318 кКал,318 кКал,318 кКал
"Сыр моцарелла, низкой влажности, тёртый, м.д.ж. 36% в сух. в-ве",304 кКал,304 кКал,304 кКал,304 кКал
"Сыр моцарелла, обезжиренный",141 кКал,141 кКал,141 кКал,141 кКал
"Сыр моцарелла, с низким содержанием соли, м.д.ж. 34% в сух. в-ве",280 кКал,280 кКал,280 кКал,280 кКал
"Сыр мюнстер, м.д.ж. 36% в сух. в-ве",271 кКал,271 кКал,271 кКал,271 кКал
"Сыр мюнстер, м.д.ж. 52% в сух. в-ве",368 кКал,368 кКал,368 кКал,368 кКал
"Сыр нешатель, м.д.ж. 62% в сух. в-ве",253 кКал,253 кКал,253 кКал,253 кКал
"Сыр нямунас, м.д.ж. 50% в сух. в-ве",334 кКал,334 кКал,334 кКал,334 кКал
"Сыр пармезан, 20% жира, 20% белка, крошеный, м.д.ж. 40% в сух. в-ве",265 кКал,265 кКал,265 кКал,265 кКал
"Сыр пармезан, 28,4% белка, крошеный, м.д.ж. 36% в сух. в-ве",420 кКал,420 кКал,420 кКал,420 кКал
"Сыр пармезан, 36% белка, твердый, м.д.ж. 36% в сух. в-ве",392 кКал,392 кКал,392 кКал,392 кКал
"Сыр пармезан, 38% белка, тертый, м.д.ж. 36% в сух. в-ве",415 кКал,415 кКал,415 кКал,415 кКал
"Сыр пармезан, 41,6% белка, с низким содержанием соли, м.д.ж. 39% в сух. в-ве",451 кКал,451 кКал,451 кКал,451 кКал
"Сыр пармезан, крошка для посыпки, обезжиренный, м.д.ж. 5% в сух. в-ве",370 кКал,370 кКал,370 кКал,370 кКал
"Сыр пименто, острый плавленный сыр с перцем, м.д.ж. 51% в сух. в-ве",375 кКал,375 кКал,375 кКал,375 кКал
"Сыр плавленный (мягкий спред) 22% жирности KRAFT VELVEETA, м.д.ж. 41% в сух. в-ве",303 кКал,303 кКал,303 кКал,303 кКал
"Сыр плавленный (мягкий спред) американский, 21,2% жирности, м.д.ж. 41% в сух. в-ве",290 кКал,290 кКал,290 кКал,290 кКал
"Сыр плавленный американский 31% жирности, с витамином D, м.д.ж. 51% в сух. в-ве",366 кКал,366 кКал,366 кКал,366 кКал
"Сыр плавленный американский 32% жирности, м.д.ж. 53% в сух. в-ве",371 кКал,371 кКал,371 кКал,371 кКал
"Сыр плавленный американский 7% жирности, м.д.ж. 17% в сух. в-ве",180 кКал,180 кКал,180 кКал,180 кКал
"Сыр плавленный американский или чеддер, полужирный, 9% жирности, м.д.ж. 23% в сух. в-ве",176 кКал,176 кКал,176 кКал,176 кКал
"Сыр плавленный сливочный (спред), 28,6% жирности, м.д.ж. 69% в сух. в-ве",295 кКал,295 кКал,295 кКал,295 кКал
"Сыр плавленный чеддер или американский, с пониженным содержанием соли, м.д.ж. 55% в сух. в-ве",376 кКал,376 кКал,376 кКал,376 кКал
"Сыр плавленный швейцарский 25% жирности, пастеризированный, м.д.ж. 43% в сух. в-ве",334 кКал,334 кКал,334 кКал,334 кКал
"Сыр плавленый ""белоснежка"", м.д.ж. 50% в сух. в-ве",258 кКал,258 кКал,258 кКал,258 кКал
"Сыр плавленый ""золушка"", м.д.ж. 20% в сух. в-ве",254 кКал,254 кКал,254 кКал,254 кКал
"Сыр плавленый ""медовый"", м.д.ж. 30% в сух. в-ве",291 кКал,291 кКал,291 кКал,291 кКал
"Сыр плавленый ""мятный"", м.д.ж. 30% в сух. в-ве",335 кКал,335 кКал,335 кКал,335 кКал
"Сыр плавленый ""сказка"", м.д.ж. 30% в сух. в-ве",316 кКал,316 кКал,316 кКал,316 кКал
"Сыр плавленый ""сластена"", м.д.ж. 20% в сух. в-ве",269 кКал,269 кКал,269 кКал,269 кКал
"Сыр плавленый ""чебурашка"", м.д.ж. 50% в сух. в-ве",309 кКал,309 кКал,309 кКал,309 кКал
"Сыр плавленый, колбасный копченый, м.д.ж. 40% в сух. в-ве",275 кКал,275 кКал,275 кКал,275 кКал
"Сыр плавленый, костромской, м.д.ж. 40% в сух. в-ве",269 кКал,269 кКал,269 кКал,269 кКал
"Сыр плавленый, латвийский, м.д.ж. 40% в сух. в-ве",271 кКал,271 кКал,271 кКал,271 кКал
"Сыр плавленый, российский, м.д.ж. 45% в сух. в-ве",300 кКал,300 кКал,300 кКал,300 кКал
"Сыр плавленый, советский, м.д.ж. 44% в сух. в-ве",302 кКал,302 кКал,302 кКал,302 кКал
"Сыр пор-салю, французский неварёно-прессованный сыр, м.д.ж. 52% в сух. в-ве",352 кКал,352 кКал,352 кКал,352 кКал
"Сыр пошехонский, м.д.ж. 45% в сух. в-ве",344 кКал,344 кКал,344 кКал,344 кКал
"Сыр прибалтийский, м.д.ж. 20% в сух. в-ве",207 кКал,207 кКал,207 кКал,207 кКал
"Сыр проволоне, м.д.ж. 36% в сух. в-ве",274 кКал,274 кКал,274 кКал,274 кКал
"Сыр проволоне, м.д.ж. 45% в сух. в-ве",351 кКал,351 кКал,351 кКал,351 кКал
"Сыр рикотта 10,2% жирности, из цельного молока, м.д.ж. 39% в сух. в-ве",150 кКал,150 кКал,150 кКал,150 кКал
"Сыр рикотта 7,9% жирности, из частично обезжиренного молока, м.д.ж. 31% в сух. в-ве",138 кКал,138 кКал,138 кКал,138 кКал
"Сыр рокфор 27,5% жирности, м.д.ж. 50% в сух. в-ве",335 кКал,335 кКал,335 кКал,335 кКал
"Сыр рокфор 30,6% жирности, м.д.ж. 51% в сух. в-ве",369 кКал,369 кКал,369 кКал,369 кКал
"Сыр романо, твердый итальянский сыр из овечьего молока, м.д.ж. 39% в сух. в-ве",387 кКал,387 кКал,387 кКал,387 кКал
"Сыр российский, м.д.ж. 50% в сух. в-ве",364 кКал,364 кКал,364 кКал,364 кКал
"Сыр салдусский, м.д.ж. 20% в сух. в-ве",208 кКал,208 кКал,208 кКал,208 кКал
"Сыр сливочный 16,8% жирности, м.д.ж. 50% в сух. в-ве",208 кКал,208 кКал,208 кКал,208 кКал
"Сыр сливочный 34,4% жирности, м.д.ж. 73% в сух. в-ве",350 кКал,350 кКал,350 кКал,350 кКал
"Сыр сливочный, обезжиренный, м.д.ж. 4% в сух. в-ве",105 кКал,105 кКал,105 кКал,105 кКал
"Сыр советский, м.д.ж. 50% в сух. в-ве",385 кКал,385 кКал,385 кКал,385 кКал
"Сыр сусанинский, м.д.ж. 46% в сух. в-ве",315 кКал,315 кКал,315 кКал,315 кКал
"Сыр тартуский, м.д.ж. 29% в сух. в-ве",268 кКал,268 кКал,268 кКал,268 кКал
"Сыр тильзитер, м.д.ж. 45% в сух. в-ве",340 кКал,340 кКал,340 кКал,340 кКал
"Сыр тминнный, латышский сыр с тмином, м.д.ж. 48% в сух. в-ве",376 кКал,376 кКал,376 кКал,376 кКал
"Сыр угличский, м.д.ж. 45% в сух. в-ве",347 кКал,347 кКал,347 кКал,347 кКал
"Сыр фета, м.д.ж. 48% в сух. в-ве",265 кКал,265 кКал,265 кКал,265 кКал
"Сыр фонтина, итальянский полутвёрдый сыр, м.д.ж. 50% в сух. в-ве",389 кКал,389 кКал,389 кКал,389 кКал
"Сыр чеддер 20,4% жирности, м.д.ж. 37% в сух. в-ве",316 кКал,316 кКал,316 кКал,316 кКал
"Сыр чеддер 31% жирности, м.д.ж. 50% в сух. в-ве",380 кКал,380 кКал,380 кКал,380 кКал
"Сыр чеддер 33,3% жирности, м.д.ж. 53% в сух. в-ве",403 кКал,403 кКал,403 кКал,403 кКал
"Сыр чеддер или колби 8% жирности , м.д.ж. 19% в сух. в-ве",173 кКал,173 кКал,173 кКал,173 кКал
"Сыр чеддер или колби, с низким содержанием соли, м.д.ж. 53% в сух. в-ве",398 кКал,398 кКал,398 кКал,398 кКал
Сыр чеддер обезжиренный,157 кКал,157 кКал,157 кКал,157 кКал
"Сыр чеддер острый, порезанный на ломтики, м.д.ж. 53% в сух. в-ве",410 кКал,410 кКал,410 кКал,410 кКал
"Сыр чешир, твердый английский сыр, м.д.ж. 49% в сух. в-ве",387 кКал,387 кКал,387 кКал,387 кКал
"Сыр швейцарский 31% жирности, м.д.ж. 50% в сух. в-ве",393 кКал,393 кКал,393 кКал,393 кКал
"Сыр швейцарский 5% жирности, м.д.ж. 13% в сух. в-ве",179 кКал,179 кКал,179 кКал,179 кКал
Сыр швейцарский обезжиренный,127 кКал,127 кКал,127 кКал,127 кКал
"Сыр швейцарский, м.д.ж. 50% в сух. в-ве",391 кКал,391 кКал,391 кКал,391 кКал
"Сыр швейцарский, с низким содержанием соли, м.д.ж. 44% в сух. в-ве",374 кКал,374 кКал,374 кКал,374 кКал
"Сыр шетский, м.д.ж. 30% в сух. в-ве",246 кКал,246 кКал,246 кКал,246 кКал
"Сыр эдам, м.д.ж. 48% в сух. в-ве",357 кКал,357 кКал,357 кКал,357 кКал
"Сыр эмментальский, м.д.ж. 44% в сух. в-ве",373 кКал,373 кКал,373 кКал,373 кКал
"Сыр эстонский, м.д.ж. 45% в сух. в-ве",350 кКал,350 кКал,350 кКал,350 кКал
"Сыр ярославский, м.д.ж. 45% в сух. в-ве",350 кКал,350 кКал,350 кКал,350 кКал
"Сыр, чеддар, с низким содержанием жира",282 кКал,282 кКал,282 кКал,282 кКал
"Сырники, из творога (творог нежирный), по 1-330",183 кКал,183 кКал,183 кКал,183 кКал
"Сырники, с морковью, по 1-332",232 кКал,232 кКал,232 кКал,232 кКал
Сырное фондю,229 кКал,229 кКал,229 кКал,229 кКал
"Сырные изделия, заменитель",257 кКал,257 кКал,257 кКал,257 кКал
"Сырные изделия, консервированные путем пастеризациИ",331 кКал,331 кКал,331 кКал,331 кКал
"Сырные изделия, пастеризиованные, чеддер или американский, обезжиренные",240 кКал,240 кКал,240 кКал,240 кКал
"Сырные изделия, пастеризованные, американскик, не содержщий двунатриевого фосфата",330 кКал,330 кКал,330 кКал,330 кКал
"Сырный продукт, сыр плавленный швейцарский",323 кКал,323 кКал,323 кКал,323 кКал
Сырный соус,197 кКал,197 кКал,197 кКал,197 кКал
"Сырок творожный глазированный 10,9% жирности, с ванилином",270 кКал,270 кКал,270 кКал,270 кКал
"Сырок творожный глазированный 27,7% жирности, с ванилином",413 кКал,413 кКал,413 кКал,413 кКал
"Сырок творожный детский 23% жирности, неглазированный",319 кКал,319 кКал,319 кКал,319 кКал
"Сырок творожный сладкий 16,5% жирности, ванильный, неглазированный",238 кКал,238 кКал,238 кКал,238 кКал
"Сырок творожный сладкий 23% жирности, неглазированный",341 кКал,341 кКал,341 кКал,341 кКал
"Сырок творожный сладкий 26% жирности, неглазированный",376 кКал,376 кКал,376 кКал,376 кКал
"Сырок творожный сладкий 8% жирности, неглазированный",181 кКал,181 кКал,181 кКал,181 кКал
Творог 11% жирности,178 кКал,178 кКал,178 кКал,178 кКал
Творог 18% жирности,236 кКал,236 кКал,236 кКал,236 кКал
Творог 2% жирности,114 кКал,114 кКал,114 кКал,114 кКал
Творог 4% жирности,136 кКал,136 кКал,136 кКал,136 кКал
"Творог 4% жирности, плодово-ягодный",164 кКал,164 кКал,164 кКал,164 кКал
Творог 5% жирности,145 кКал,145 кКал,145 кКал,145 кКал
"Творог 6% жирности, зерненый со сливками",113 кКал,113 кКал,113 кКал,113 кКал
Творог 9% жирности,169 кКал,169 кКал,169 кКал,169 кКал
Творог влажный 1% жирности,72 кКал,72 кКал,72 кКал,72 кКал
"Творог влажный 1% жирности, без добавления соли",72 кКал,72 кКал,72 кКал,72 кКал
"Творог влажный 1% жирности, без лактозы",74 кКал,74 кКал,74 кКал,74 кКал
"Творог влажный 1% жирности, с овощами",67 кКал,67 кКал,67 кКал,67 кКал
Творог влажный 2% жирности,81 кКал,81 кКал,81 кКал,81 кКал
"Творог влажный 3,85% жирности, с фруктами",97 кКал,97 кКал,97 кКал,97 кКал
"Творог влажный 4,2% жирности, с овощами",95 кКал,95 кКал,95 кКал,95 кКал
"Творог влажный 4,3% жирности",98 кКал,98 кКал,98 кКал,98 кКал
Творог влажный обезжиренный,72 кКал,72 кКал,72 кКал,72 кКал
"Творог обезжиренный, 0,5% жирности, плодово-ягодный сладкий",138 кКал,138 кКал,138 кКал,138 кКал
"Творог обезжиренный, 0,6% жирности",110 кКал,110 кКал,110 кКал,110 кКал
Творожная масса сладкая 8% жирности,181 кКал,181 кКал,181 кКал,181 кКал
"Творожная масса сладкая с ванилином 20,0% жирности",287 кКал,287 кКал,287 кКал,287 кКал
"Творожная масса сладкая с ванилином, 16,5% жирности",238 кКал,238 кКал,238 кКал,238 кКал
"Творожная масса сладкая с изюмом, 23,0% жирности",345 кКал,345 кКал,345 кКал,345 кКал
"Творожная масса, с изюмом, по 1-332",343 кКал,343 кКал,343 кКал,343 кКал
"Творожный крем с ванилином 5,0% жирности",167 кКал,167 кКал,167 кКал,167 кКал
"Шоколадный напиток растворимый без сахара, сухой",358 кКал,358 кКал,358 кКал,358 кКал
"Шоколадный напиток растворимый, сухой",353 кКал,353 кКал,353 кКал,353 кКал
