Продукт,Калорийность,Белки,Жиры,Углеводы
"Кукуруза сахарная белая, консервированная, раздавленные зерна",74 кКал,74 кКал,74 кКал,74 кКал
"Кукуруза сахарная белая, консервированная, раздавленные зерна, без соли",72 кКал,72 кКал,72 кКал,72 кКал
"Кукуруза сахарная белая, свежая",86 кКал,86 кКал,86 кКал,86 кКал
"Кукуруза сахарная желтая, в початках, замороженная, вареная, без соли",94 кКал,94 кКал,94 кКал,94 кКал
"Кукуруза сахарная желтая, в початках, замороженная, вареная, с солью",94 кКал,94 кКал,94 кКал,94 кКал
"Кукуруза сахарная желтая, в початках, замороженная, неприготовленная",98 кКал,98 кКал,98 кКал,98 кКал
"Кукуруза сахарная желтая, вареная, без соли",96 кКал,96 кКал,96 кКал,96 кКал
"Кукуруза сахарная желтая, вареная, с солью",96 кКал,96 кКал,96 кКал,96 кКал
"Кукуруза сахарная желтая, замороженная, свежие срезанные зерна, вареная, с солью",79 кКал,79 кКал,79 кКал,79 кКал
"Кукуруза сахарная желтая, замороженная, свежие срезанные зерна, вареные, без соли",81 кКал,81 кКал,81 кКал,81 кКал
"Кукуруза сахарная желтая, замороженная, свежие срезанные зерна, неприготовленные",88 кКал,88 кКал,88 кКал,88 кКал
"Кукуруза сахарная желтая, консервированная в вакуумной упаковке",79 кКал,79 кКал,79 кКал,79 кКал
"Кукуруза сахарная желтая, консервированная в вакуумной упаковке, без соли",79 кКал,79 кКал,79 кКал,79 кКал
"Кукуруза сахарная желтая, консервированная цельными зернами, содержимое без жидкости",67 кКал,67 кКал,67 кКал,67 кКал
"Кукуруза сахарная желтая, консервированная, без соли",61 кКал,61 кКал,61 кКал,61 кКал
"Кукуруза сахарная желтая, консервированная, раздавленные зерна",72 кКал,72 кКал,72 кКал,72 кКал
"Кукуруза сахарная желтая, консервированная, раздавленные зерна, без соли",72 кКал,72 кКал,72 кКал,72 кКал
"Кукуруза сахарная желтая, консервированная, содержимое с жидкостью",61 кКал,61 кКал,61 кКал,61 кКал
"Кукуруза сахарная желтая, свежая",86 кКал,86 кКал,86 кКал,86 кКал
"Лаконос, вареный, без соли",20 кКал,20 кКал,20 кКал,20 кКал
"Лаконос, вареный, с солью",20 кКал,20 кКал,20 кКал,20 кКал
"Лаконос, сырой",23 кКал,23 кКал,23 кКал,23 кКал
Лебеда (марь белая),43 кКал,43 кКал,43 кКал,43 кКал
"Лебеда (марь белая), вареная, без соли",32 кКал,32 кКал,32 кКал,32 кКал
"Лебеда (марь белая), вареная, с солью",32 кКал,32 кКал,32 кКал,32 кКал
"Лебеда (марь), приготовленная на пару (индейцы северных великих равнин)",48 кКал,48 кКал,48 кКал,48 кКал
Листовая капуста (коллард),32 кКал,32 кКал,32 кКал,32 кКал
"Листовая капуста (коллард), вареная, без соли",33 кКал,33 кКал,33 кКал,33 кКал
"Листовая капуста (коллард), вареный, с солью",33 кКал,33 кКал,33 кКал,33 кКал
"Листовая капуста (коллард), замороженная, вареная, без соли",36 кКал,36 кКал,36 кКал,36 кКал
"Листовая капуста (коллард), замороженная, неприготовленная",33 кКал,33 кКал,33 кКал,33 кКал
"Листовая капуста (коллард), замороженный, вареный, с солью",36 кКал,36 кКал,36 кКал,36 кКал
Листья одуванчика,45 кКал,45 кКал,45 кКал,45 кКал
"Листья одуванчика, вареные, без соли",33 кКал,33 кКал,33 кКал,33 кКал
"Листья одуванчика, вареные, с солью",33 кКал,33 кКал,33 кКал,33 кКал
"Листья цикория, сырые",23 кКал,23 кКал,23 кКал,23 кКал
Лук батун,34 кКал,34 кКал,34 кКал,34 кКал
Лук жареный по 2-56,251 кКал,251 кКал,251 кКал,251 кКал
"Лук желтый, пассерованный",123 кКал,123 кКал,123 кКал,123 кКал
Лук зеленый (перо),20 кКал,20 кКал,20 кКал,20 кКал
Лук зелёный из семян (включая зелень и молодые луковицы),32 кКал,32 кКал,32 кКал,32 кКал
"Лук зелёный, зелень (перо) репчатого лука",27 кКал,27 кКал,27 кКал,27 кКал
Лук маринованный по 2-56,79 кКал,79 кКал,79 кКал,79 кКал
Лук порей,36 кКал,36 кКал,36 кКал,36 кКал
Лук порей (луковица и нижняя часть зелени),61 кКал,61 кКал,61 кКал,61 кКал
"Лук порей (луковица и нижняя часть зелени), вареный, без соли",31 кКал,31 кКал,31 кКал,31 кКал
"Лук порей (луковицы и нижняя часть зелени), вареный, с солью",31 кКал,31 кКал,31 кКал,31 кКал
"Лук порей (луковицы и нижняя часть зелени), сублимированный (сушеный)",321 кКал,321 кКал,321 кКал,321 кКал
Лук репчатый,41 кКал,41 кКал,41 кКал,41 кКал
"Лук репчатый, вареный, без соли",44 кКал,44 кКал,44 кКал,44 кКал
"Лук репчатый, вареный, с солью",42 кКал,42 кКал,42 кКал,42 кКал
"Лук репчатый, замороженный целиком, вареный, без соли",28 кКал,28 кКал,28 кКал,28 кКал
"Лук репчатый, замороженный целиком, вареный, с солью",26 кКал,26 кКал,26 кКал,26 кКал
"Лук репчатый, замороженный целиком, неприготовленный",35 кКал,35 кКал,35 кКал,35 кКал
"Лук репчатый, замороженный, порезанный, вареный, с солью",26 кКал,26 кКал,26 кКал,26 кКал
"Лук репчатый, консервированный",19 кКал,19 кКал,19 кКал,19 кКал
"Лук репчатый, порезанный, замороженный, вареный, без соли",28 кКал,28 кКал,28 кКал,28 кКал
"Лук репчатый, порезанный, замороженный, неприготовленный",29 кКал,29 кКал,29 кКал,29 кКал
"Лук репчатый, сушеный",208 кКал,208 кКал,208 кКал,208 кКал
"Лук репчатый, сушеный (дегидрированный), хлопья",349 кКал,349 кКал,349 кКал,349 кКал
"Лук репчатый, сырой",40 кКал,40 кКал,40 кКал,40 кКал
"Лук сладкий, сырой",32 кКал,32 кКал,32 кКал,32 кКал
"Лук-резанец (скорода, шнитт-лук)",30 кКал,30 кКал,30 кКал,30 кКал
"Лук-резанец (скорода, шнитт-лук), сублимированный (сушеный)",311 кКал,311 кКал,311 кКал,311 кКал
"Лук-шалот, сырой",72 кКал,72 кКал,72 кКал,72 кКал
"Луковые кольца, обжаренные в панировке, замороженные, приготовленные в духовке",276 кКал,276 кКал,276 кКал,276 кКал
"Луковые кольца, обжаренный в панировке, замороженный, неприготовленный",258 кКал,258 кКал,258 кКал,258 кКал
Люффа  (мочалочная тыква),20 кКал,20 кКал,20 кКал,20 кКал
"Люффа  (мочалочная тыква), вареная, без соли",56 кКал,56 кКал,56 кКал,56 кКал
"Люффа  (мочалочная тыква), вареная, с солью",54 кКал,54 кКал,54 кКал,54 кКал
"Малабарский шпинат (базелла), сырой",19 кКал,19 кКал,19 кКал,19 кКал
"Маланга (ксантосома), сырая",98 кКал,98 кКал,98 кКал,98 кКал
Мангольд,19 кКал,19 кКал,19 кКал,19 кКал
"Мангольд, вареный, без соли",20 кКал,20 кКал,20 кКал,20 кКал
"Мангольд, вареный, с солью",20 кКал,20 кКал,20 кКал,20 кКал
"Маниок, сырой",160 кКал,160 кКал,160 кКал,160 кКал
"Маранта, сырая",65 кКал,65 кКал,65 кКал,65 кКал
"Маслины черные (оливки созревшие) крупные, консервированные",81 кКал,81 кКал,81 кКал,81 кКал
"Маслины черные (оливки созревшие) мелкие и средние, консервированные",116 кКал,116 кКал,116 кКал,116 кКал
"Моринга масличная, листья, вареные, без соли",60 кКал,60 кКал,60 кКал,60 кКал
"Моринга масличная, листья, вареные, с солью",60 кКал,60 кКал,60 кКал,60 кКал
"Моринга масличная, листья, сырые",64 кКал,64 кКал,64 кКал,64 кКал
"Моринга масличная, стручки, вареные, без соли",36 кКал,36 кКал,36 кКал,36 кКал
"Моринга масличная, стручки, вареные, с солью",36 кКал,36 кКал,36 кКал,36 кКал
"Моринга масличная, стручки, сырые",37 кКал,37 кКал,37 кКал,37 кКал
Морковная запеканка по 1-250,128 кКал,128 кКал,128 кКал,128 кКал
Морковное пюре по 1-212,90 кКал,90 кКал,90 кКал,90 кКал
Морковные котлеты по 1-234,152 кКал,152 кКал,152 кКал,152 кКал
Морковный пуддинг по 1-250,106 кКал,106 кКал,106 кКал,106 кКал
Морковь,35 кКал,35 кКал,35 кКал,35 кКал
Морковь,41 кКал,41 кКал,41 кКал,41 кКал
Морковь желтая,30 кКал,30 кКал,30 кКал,30 кКал
Морковь квашеная,26 кКал,26 кКал,26 кКал,26 кКал
Морковь молодая,35 кКал,35 кКал,35 кКал,35 кКал
Морковь отварная по 2-40,33 кКал,33 кКал,33 кКал,33 кКал
Морковь припущенная по 1-214,52 кКал,52 кКал,52 кКал,52 кКал
Морковь сушеная,226 кКал,226 кКал,226 кКал,226 кКал
Морковь сушеная (дегидрированная),341 кКал,341 кКал,341 кКал,341 кКал
Морковь тушеная с рисом по 1-224,122 кКал,122 кКал,122 кКал,122 кКал
"Морковь, вареная, без соли",35 кКал,35 кКал,35 кКал,35 кКал
"Морковь, вареная, с солью",35 кКал,35 кКал,35 кКал,35 кКал
"Морковь, замороженная",36 кКал,36 кКал,36 кКал,36 кКал
"Морковь, замороженная, вареная, без соли",37 кКал,37 кКал,37 кКал,37 кКал
"Морковь, замороженная, вареная, с солью",37 кКал,37 кКал,37 кКал,37 кКал
"Морковь, консервированная",23 кКал,23 кКал,23 кКал,23 кКал
"Морковь, консервированная, без добавления соли",23 кКал,23 кКал,23 кКал,23 кКал
"Морковь, консервированная, сухой продукт без маринада",25 кКал,25 кКал,25 кКал,25 кКал
"Морковь, консервированная, сушеная, без добавления соли, сухой продукт без маринада",25 кКал,25 кКал,25 кКал,25 кКал
"Начнка для тыквенного пирога, консервированная, сладкая",104 кКал,104 кКал,104 кКал,104 кКал
"Новозеландский шпинат, вареный, без соли",12 кКал,12 кКал,12 кКал,12 кКал
"Новозеландский шпинат, вареный, с солью",12 кКал,12 кКал,12 кКал,12 кКал
"Новозеландский шпинат, сырой",14 кКал,14 кКал,14 кКал,14 кКал
"Нопал (мексиканский кактус), стебели, сырые",16 кКал,16 кКал,16 кКал,16 кКал
"Нопал (мексиканский кактус), стебели, сырые",15 кКал,15 кКал,15 кКал,15 кКал
"Овощи маринованные, сладкие",130 кКал,130 кКал,130 кКал,130 кКал
"Овощи маринованные, соус для гамбургеров",129 кКал,129 кКал,129 кКал,129 кКал
"Овощи маринованные, соус для хот догов",91 кКал,91 кКал,91 кКал,91 кКал
Огурец без кожуры,10 кКал,10 кКал,10 кКал,10 кКал
Огурец грунтовый,14 кКал,14 кКал,14 кКал,14 кКал
Огурец парниковый,11 кКал,11 кКал,11 кКал,11 кКал
Огурец с кожурой,15 кКал,15 кКал,15 кКал,15 кКал
Огурец соленый,13 кКал,13 кКал,13 кКал,13 кКал
Огуречная трава,21 кКал,21 кКал,21 кКал,21 кКал
"Огуречная трава вареная, без соли",25 кКал,25 кКал,25 кКал,25 кКал
"Огуречная трава вареная, с солью",25 кКал,25 кКал,25 кКал,25 кКал
Огурцы квашенные,11 кКал,11 кКал,11 кКал,11 кКал
"Огурцы квашенные, с пониженым содержанием соли",11 кКал,11 кКал,11 кКал,11 кКал
"Огурцы маринованные в укропом, с пониженым содержанием соли",12 кКал,12 кКал,12 кКал,12 кКал
Огурцы маринованные с укропом,12 кКал,12 кКал,12 кКал,12 кКал
"Огурцы маринованные, сладкие",91 кКал,91 кКал,91 кКал,91 кКал
"Огурцы маринованные, сладкие, с пониженым содержанием соли",122 кКал,122 кКал,122 кКал,122 кКал
"Окра, вареная, без соли",22 кКал,22 кКал,22 кКал,22 кКал
"Окра, вареная, с солью",22 кКал,22 кКал,22 кКал,22 кКал
"Окра, замороженная, вареная, без соли",29 кКал,29 кКал,29 кКал,29 кКал
"Окра, замороженная, вареная, с солью",29 кКал,29 кКал,29 кКал,29 кКал
"Окра, замороженная, неприготовленная",30 кКал,30 кКал,30 кКал,30 кКал
"Окра, сырая",33 кКал,33 кКал,33 кКал,33 кКал
Оливки (маслины чёрные). Консервы,175 кКал,175 кКал,175 кКал,175 кКал
"Оливки (мякоть, сырые)",296 кКал,296 кКал,296 кКал,296 кКал
"Оливки зеленые, маринованные, консервированные",145 кКал,145 кКал,145 кКал,145 кКал
"Опунция (кактус), жареный (индейцы северных великих равнин)",91 кКал,91 кКал,91 кКал,91 кКал
"Опунция (кактус), сырые (индейцы северных великих равнин)",42 кКал,42 кКал,42 кКал,42 кКал
"Орех водяной (матаи), сырой",97 кКал,97 кКал,97 кКал,97 кКал
"Орех водяной, консервированный",50 кКал,50 кКал,50 кКал,50 кКал
"Папоротник древовидный приготовленный, с солью",40 кКал,40 кКал,40 кКал,40 кКал
"Папоротник древовидный, приготовленный, без соли",40 кКал,40 кКал,40 кКал,40 кКал
"Папоротник, молодые побеги",34 кКал,34 кКал,34 кКал,34 кКал
"Папоротник, молодые побеги, замороженный",34 кКал,34 кКал,34 кКал,34 кКал
Пастернак (корень),47 кКал,47 кКал,47 кКал,47 кКал
"Пастернак, вареный, без соли",71 кКал,71 кКал,71 кКал,71 кКал
"Пастернак, вареный, с солью",71 кКал,71 кКал,71 кКал,71 кКал
"Пастернак, сырой",75 кКал,75 кКал,75 кКал,75 кКал
Патиссон,19 кКал,19 кКал,19 кКал,19 кКал
Патиссон,18 кКал,18 кКал,18 кКал,18 кКал
"Патиссон вареный, без соли",16 кКал,16 кКал,16 кКал,16 кКал
"Патиссон вареный, с солью",16 кКал,16 кКал,16 кКал,16 кКал
Пекинская капуста,16 кКал,16 кКал,16 кКал,16 кКал
"Пекинская капуста (пе-тсай), вареная, без соли",14 кКал,14 кКал,14 кКал,14 кКал
"Пекинская капуста (пе-тсай), вареная, с солью",14 кКал,14 кКал,14 кКал,14 кКал
"Перец анчо поблано, сушеный",281 кКал,281 кКал,281 кКал,281 кКал
Перец банановый,27 кКал,27 кКал,27 кКал,27 кКал
Перец венгерский,29 кКал,29 кКал,29 кКал,29 кКал
"Перец гвоздичный, консервированный",23 кКал,23 кКал,23 кКал,23 кКал
Перец сладкий желтый,27 кКал,27 кКал,27 кКал,27 кКал
Перец сладкий зеленый,27 кКал,27 кКал,27 кКал,27 кКал
Перец сладкий зеленый,20 кКал,20 кКал,20 кКал,20 кКал
"Перец сладкий зеленый,  вареный, с солью",26 кКал,26 кКал,26 кКал,26 кКал
"Перец сладкий зеленый, вареный, без соли",28 кКал,28 кКал,28 кКал,28 кКал
"Перец сладкий зеленый, консервированный",18 кКал,18 кКал,18 кКал,18 кКал
"Перец сладкий зеленый, пассерованный",116 кКал,116 кКал,116 кКал,116 кКал
"Перец сладкий зеленый, порезанный, замороженный",20 кКал,20 кКал,20 кКал,20 кКал
"Перец сладкий зеленый, порезанный, замороженный, вареный, без соли",18 кКал,18 кКал,18 кКал,18 кКал
"Перец сладкий зеленый, порезанный, замороженный, вареный, с солью",16 кКал,16 кКал,16 кКал,16 кКал
Перец сладкий красный,27 кКал,27 кКал,27 кКал,27 кКал
Перец сладкий красный,26 кКал,26 кКал,26 кКал,26 кКал
"Перец сладкий красный,  вареный, с солью",26 кКал,26 кКал,26 кКал,26 кКал
"Перец сладкий красный, вареный, без соли",28 кКал,28 кКал,28 кКал,28 кКал
"Перец сладкий красный, замороженный, порезанный, вареный, без соли",16 кКал,16 кКал,16 кКал,16 кКал
"Перец сладкий красный, замороженный, порезанный, вареный, с солью",16 кКал,16 кКал,16 кКал,16 кКал
"Перец сладкий красный, замороженный, порезанный, неприготовленный",20 кКал,20 кКал,20 кКал,20 кКал
"Перец сладкий красный, консервированный",18 кКал,18 кКал,18 кКал,18 кКал
"Перец сладкий красный, пассерованный",133 кКал,133 кКал,133 кКал,133 кКал
"Перец сладкий красный, сублимированный",314 кКал,314 кКал,314 кКал,314 кКал
Перец халапеньо,29 кКал,29 кКал,29 кКал,29 кКал
"Перец халапеньо, консервированный",27 кКал,27 кКал,27 кКал,27 кКал
Перец чили зеленый острый,40 кКал,40 кКал,40 кКал,40 кКал
"Перец чили зеленый острый, консервированный",21 кКал,21 кКал,21 кКал,21 кКал
"Перец чили зеленый острый, консервированный без семян",21 кКал,21 кКал,21 кКал,21 кКал
Перец чили красный острый,40 кКал,40 кКал,40 кКал,40 кКал
"Перец чили красный острый маринованный, консервированный",22 кКал,22 кКал,22 кКал,22 кКал
"Перец чили красный острый, вяленый",324 кКал,324 кКал,324 кКал,324 кКал
"Перец чили красный острый, консервированный без семян",21 кКал,21 кКал,21 кКал,21 кКал
"Перец чили, пасилья, сушеный",345 кКал,345 кКал,345 кКал,345 кКал
"Перец чили, серрано",32 кКал,32 кКал,32 кКал,32 кКал
"Перец, фаршированный овощами, по 1-92",100 кКал,100 кКал,100 кКал,100 кКал
Петрушка (корень),51 кКал,51 кКал,51 кКал,51 кКал
Петрушка свежая,49 кКал,49 кКал,49 кКал,49 кКал
"Петрушка, сублимированная",271 кКал,271 кКал,271 кКал,271 кКал
"Петрушка, сырая",36 кКал,36 кКал,36 кКал,36 кКал
Повидло морковное,282 кКал,282 кКал,282 кКал,282 кКал
Подварка кабачковая,272 кКал,272 кКал,272 кКал,272 кКал
Подварка морковная,271 кКал,271 кКал,271 кКал,271 кКал
Подварка свекольная,269 кКал,269 кКал,269 кКал,269 кКал
Пои,112 кКал,112 кКал,112 кКал,112 кКал
"Полынь, сырая",32 кКал,32 кКал,32 кКал,32 кКал
Помидор (томат),18 кКал,18 кКал,18 кКал,18 кКал
"Помидор (томат) желтый, сырые",15 кКал,15 кКал,15 кКал,15 кКал
Помидор (томат) зеленый,23 кКал,23 кКал,23 кКал,23 кКал
Помидор (томат) оранжевый,16 кКал,16 кКал,16 кКал,16 кКал
"Помидор (томат), грунтовый",24 кКал,24 кКал,24 кКал,24 кКал
"Помидор (томат), парниковый",14 кКал,14 кКал,14 кКал,14 кКал
Помидоры (томаты) без кожицы. Консервы,12 кКал,12 кКал,12 кКал,12 кКал
Помидоры (томаты) жареные по 2-56,73 кКал,73 кКал,73 кКал,73 кКал
Помидоры (томаты) консервированные с зеленым перцем чили,15 кКал,15 кКал,15 кКал,15 кКал
"Помидоры (томаты) консервированные, тушеные",26 кКал,26 кКал,26 кКал,26 кКал
"Помидоры (томаты) мятые, консервированные",32 кКал,32 кКал,32 кКал,32 кКал
Помидоры (томаты) с кожицей. Консервы,20 кКал,20 кКал,20 кКал,20 кКал
Помидоры (томаты) соленые,16 кКал,16 кКал,16 кКал,16 кКал
"Помидоры (томаты), вяленые",258 кКал,258 кКал,258 кКал,258 кКал
"Помидоры (томаты), вяленые, упакованные в масле",213 кКал,213 кКал,213 кКал,213 кКал
"Помидоры (томаты), консервированные в томатном соке, без добавления соли",16 кКал,16 кКал,16 кКал,16 кКал
"Помидоры (томаты), консервированные, в томатном соке",16 кКал,16 кКал,16 кКал,16 кКал
"Помидоры (томаты), приготовленные",18 кКал,18 кКал,18 кКал,18 кКал
"Помидоры (томаты), приготовленные с солью",18 кКал,18 кКал,18 кКал,18 кКал
"Помидоры (томаты), тушеные",79 кКал,79 кКал,79 кКал,79 кКал
"Помидоры (томаты), фаршированные с рисом и морковью по 1-262",91 кКал,91 кКал,91 кКал,91 кКал
"Портулак, вареный, без соли",18 кКал,18 кКал,18 кКал,18 кКал
"Портулак, вареный, с солью",18 кКал,18 кКал,18 кКал,18 кКал
"Портулак, сырой",20 кКал,20 кКал,20 кКал,20 кКал
Рагу овощное по 1-226,91 кКал,91 кКал,91 кКал,91 кКал
"Радиккио (итальянский цикорий), сырой",23 кКал,23 кКал,23 кКал,23 кКал
Рапини (брокколи рааб),22 кКал,22 кКал,22 кКал,22 кКал
"Рапини (брокколи рааб), приготовленная",25 кКал,25 кКал,25 кКал,25 кКал
Ревень,16 кКал,16 кКал,16 кКал,16 кКал
Редис,16 кКал,16 кКал,16 кКал,16 кКал
Редис,20 кКал,20 кКал,20 кКал,20 кКал
Редис белый,14 кКал,14 кКал,14 кКал,14 кКал
"Редис по-гавайски, маринованный",28 кКал,28 кКал,28 кКал,28 кКал
"Редис, проросшие семена, сырые",43 кКал,43 кКал,43 кКал,43 кКал
"Редька белая (дайкон, восточнная редька)",18 кКал,18 кКал,18 кКал,18 кКал
"Редька белая (дайкон, восточнная редька), вареная, без соли",17 кКал,17 кКал,17 кКал,17 кКал
"Редька белая (дайкон, восточнная редька), вареная, с солью",17 кКал,17 кКал,17 кКал,17 кКал
"Редька белая (дайкон, восточнная редька), сушеная",271 кКал,271 кКал,271 кКал,271 кКал
Редька с маслом по 1-78,96 кКал,96 кКал,96 кКал,96 кКал
Редька черная,36 кКал,36 кКал,36 кКал,36 кКал
Репа,32 кКал,32 кКал,32 кКал,32 кКал
Репа припущенная по 1-214,45 кКал,45 кКал,45 кКал,45 кКал
"Рогоз, молодые листья",25 кКал,25 кКал,25 кКал,25 кКал
Руккола,25 кКал,25 кКал,25 кКал,25 кКал
Савойская капуста,27 кКал,27 кКал,27 кКал,27 кКал
"Савойская капуста, вареная, без соли",24 кКал,24 кКал,24 кКал,24 кКал
"Савойская капуста, вареная, с солью",24 кКал,24 кКал,24 кКал,24 кКал
Салат (латук),16 кКал,16 кКал,16 кКал,16 кКал
Салат (латук) зеленолистный,15 кКал,15 кКал,15 кКал,15 кКал
Салат (латук) краснолистный,13 кКал,13 кКал,13 кКал,13 кКал
Салат зеленый по 1-58,54 кКал,54 кКал,54 кКал,54 кКал
Салат зеленый с огурцами по 1-60,52 кКал,52 кКал,52 кКал,52 кКал
Салат из зеленого лука по 1-60,56 кКал,56 кКал,56 кКал,56 кКал
Салат из капусты белокочанной по 1-72,69 кКал,69 кКал,69 кКал,69 кКал
Салат из квашеной капусты по 1-74,76 кКал,76 кКал,76 кКал,76 кКал
Салат из моркови по 1-78,67 кКал,67 кКал,67 кКал,67 кКал
Салат из редиса по 1-64,67 кКал,67 кКал,67 кКал,67 кКал
Салат из свежих огурцов по 1-60,52 кКал,52 кКал,52 кКал,52 кКал
Салат из свежих помидоров и огурцов по 1-62,57 кКал,57 кКал,57 кКал,57 кКал
Салат из свежих помидоров по 1-62,59 кКал,59 кКал,59 кКал,59 кКал
Салат из свежих помидоров с перцем по 1-62,66 кКал,66 кКал,66 кКал,66 кКал
Салат из свеклы с сыром и чесноком по 1-76,178 кКал,178 кКал,178 кКал,178 кКал
Салат из соленых огурцов с луком по 1-60,61 кКал,61 кКал,61 кКал,61 кКал
"Салат из цветной капусты, помидоров и зелени по 1-66",108 кКал,108 кКал,108 кКал,108 кКал
Салат картофельный с огурцами по 1-70,71 кКал,71 кКал,71 кКал,71 кКал
"Салат романо (римский салат, ромен)",17 кКал,17 кКал,17 кКал,17 кКал
"Салат спаржевый (стеблевой, уйсун), сырой",18 кКал,18 кКал,18 кКал,18 кКал
"Салат эскариоль, вареный",15 кКал,15 кКал,15 кКал,15 кКал
Салат-латук головчатый (включая сорты бостон и бибб),13 кКал,13 кКал,13 кКал,13 кКал
Свекла,43 кКал,43 кКал,43 кКал,43 кКал
Свекла,42 кКал,42 кКал,42 кКал,42 кКал
Свекла квашеная,32 кКал,32 кКал,32 кКал,32 кКал
"Свекла маринованная, консервированная",65 кКал,65 кКал,65 кКал,65 кКал
Свекла отварная по 1-76,48 кКал,48 кКал,48 кКал,48 кКал
"Свекла по-гарвардски, консервированная",73 кКал,73 кКал,73 кКал,73 кКал
Свекла сушеная,257 кКал,257 кКал,257 кКал,257 кКал
Свекла тушеная по 2-50,75 кКал,75 кКал,75 кКал,75 кКал
"Свекла, вареная",44 кКал,44 кКал,44 кКал,44 кКал
"Свекла, вареная, с солью",44 кКал,44 кКал,44 кКал,44 кКал
"Свекла, консервированная",30 кКал,30 кКал,30 кКал,30 кКал
"Свекла, консервированная, без добавления соли",28 кКал,28 кКал,28 кКал,28 кКал
"Свекла, консервированная, сухой продукт без маринада",31 кКал,31 кКал,31 кКал,31 кКал
"Свекла, тушенная с яблоками по 1-222",84 кКал,84 кКал,84 кКал,84 кКал
Свеклы листья (ботва свекольная),22 кКал,22 кКал,22 кКал,22 кКал
"Свеклы листья (ботва свекольная) вареные, без соли",27 кКал,27 кКал,27 кКал,27 кКал
"Свеклы листья (ботва свекольная) вареные, с солью",27 кКал,27 кКал,27 кКал,27 кКал
Свекольные котлеты по 1-234,187 кКал,187 кКал,187 кКал,187 кКал
Сельдерей,14 кКал,14 кКал,14 кКал,14 кКал
Сельдерей,13 кКал,13 кКал,13 кКал,13 кКал
Сельдерей (корень),34 кКал,34 кКал,34 кКал,34 кКал
"Сельдерей вареный, без соли",18 кКал,18 кКал,18 кКал,18 кКал
"Сельдерей вареный, с солью",18 кКал,18 кКал,18 кКал,18 кКал
"Сельдерей, корень",42 кКал,42 кКал,42 кКал,42 кКал
"Сельдерей, корень, вареный, без соли",27 кКал,27 кКал,27 кКал,27 кКал
"Сельдерей, корень, вареный, с солью",27 кКал,27 кКал,27 кКал,27 кКал
"Семена люцерны, проросшие",23 кКал,23 кКал,23 кКал,23 кКал
"Сердцевина пальмы, консервированная",28 кКал,28 кКал,28 кКал,28 кКал
"Сердцевина пальмы, сырая",115 кКал,115 кКал,115 кКал,115 кКал
"Сесбания, цветы, приготовленные на пару без соли",22 кКал,22 кКал,22 кКал,22 кКал
"Сесбания, цветы, приготовленные на пару с солью",21 кКал,21 кКал,21 кКал,21 кКал
"Сесбания, цветы, сырые",27 кКал,27 кКал,27 кКал,27 кКал
"Сладкий картофель, консервированный в вакуумной упаковке",91 кКал,91 кКал,91 кКал,91 кКал
"Смесь овощей, замороженная, вареная, без соли",65 кКал,65 кКал,65 кКал,65 кКал
"Смесь овощей, замороженная, вареная, с солью",60 кКал,60 кКал,60 кКал,60 кКал
"Смесь овощей, замороженная, неприготовленная",72 кКал,72 кКал,72 кКал,72 кКал
"Смесь овощей, консервированная",36 кКал,36 кКал,36 кКал,36 кКал
"Смесь овощей, консервированная, сухой продукт без маринада",49 кКал,49 кКал,49 кКал,49 кКал
Спаржа,21 кКал,21 кКал,21 кКал,21 кКал
"Спаржа, вареная",22 кКал,22 кКал,22 кКал,22 кКал
"Спаржа, вареная, с солью",22 кКал,22 кКал,22 кКал,22 кКал
"Спаржа, замороженная, вареная, без соли",18 кКал,18 кКал,18 кКал,18 кКал
"Спаржа, замороженная, вареная, с солью",18 кКал,18 кКал,18 кКал,18 кКал
"Спаржа, замороженная, неприготовленная",24 кКал,24 кКал,24 кКал,24 кКал
"Спаржа, консервированная, без добавления соли",15 кКал,15 кКал,15 кКал,15 кКал
"Спаржа, консервированная, стандартная упаковка",15 кКал,15 кКал,15 кКал,15 кКал
"Спаржа, консервированная, сухой продукт без маринада",19 кКал,19 кКал,19 кКал,19 кКал
"Спаржа, сырая",20 кКал,20 кКал,20 кКал,20 кКал
"Стрелолист, вареный, без соли",78 кКал,78 кКал,78 кКал,78 кКал
"Стрелолист, листья, вареные, с солью",78 кКал,78 кКал,78 кКал,78 кКал
"Стрелолист, сырой",99 кКал,99 кКал,99 кКал,99 кКал
Суфле морковное по 1-250,189 кКал,189 кКал,189 кКал,189 кКал
"Томатная паста, консервированная, без соли",82 кКал,82 кКал,82 кКал,82 кКал
Томатная паста. Консервы,102 кКал,102 кКал,102 кКал,102 кКал
"Томатное пюре, консервированное, без соли",38 кКал,38 кКал,38 кКал,38 кКал
"Томатное пюре, консервированное, с солью",38 кКал,38 кКал,38 кКал,38 кКал
Томатное пюре. Консервы,66 кКал,66 кКал,66 кКал,66 кКал
Томатный порошок,302 кКал,302 кКал,302 кКал,302 кКал
"Томатный соус из отборных томатов, консервированный",32 кКал,32 кКал,32 кКал,32 кКал
"Томатный соус по-испански, консервированный",33 кКал,33 кКал,33 кКал,33 кКал
"Томатный соус с грибами, консервированный",35 кКал,35 кКал,35 кКал,35 кКал
"Томатный соус с зеленью и сыром, консервированный",59 кКал,59 кКал,59 кКал,59 кКал
"Томатный соус с луком, зеленым перцем и сельдерем, консервированный",41 кКал,41 кКал,41 кКал,41 кКал
